bin	bin_all_R1_A_D1_MG_per	bin_all_R1_B_D1_MG_per	bin_all_R2_A_D1_MG_per	bin_all_R2_B_D1_MG_per	bin_all_R2_C_D1_MG_per	bin_all_R1_A_D2_MG_per	bin_all_R1_B_D2_MG_per	bin_all_R1_C_D2_MG_per	bin_all_R2_B_D2_MG_per	bin_all_R1_A_H2O_MG_per	bin_all_R1_B_H2O_MG_per	bin_all_R2_B_H2O_MG_per	bin_all_R2_C_H2O_MG_per	bin_all_R2_restored_C_black_MG_per	bin_all_R2_restored_D_shore_MG_per	bin_all_R2_restored_H2O_MG_per	bin_all_R2A_A_D1_MG_per	bin_all_R2A_B_D1_MG_per	bin_all_R2A_C_D1_MG_per	bin_all_R2A_A_D2_MG_per	bin_all_R2A_B_D2_MG_per	bin_all_R2A_C_D2_MG_per	bin_all_R2A_A_H2O_MG_per	bin_all_R2A_B_H2O_MG_per	bin_all_R2A_C_H2O_MG_per	bin_all_SF2_B_D1_MG_per	bin_all_SF2_C_D1_MG_per	bin_all_SF2_A_D2_MG_per	bin_all_SF2_B_D2_MG_per	bin_all_SF2_C_D2_MG_per	bin_all_SF2_A_H2O_MG_per	bin_all_SF2_B_H2O_MG_per	bin_all_SF2_C_H2O_MG_per
Salt_Pond_MetaGSF2_C_H2O_MG_DASTool_bins_metabat.13.contigs	3.06878E-05	4.90279E-05	6.97184E-05	6.99077E-05	6.26448E-05	3.98465E-05	5.29701E-05	7.29249E-05	7.05487E-05	6.91258E-06	4.50689E-06	0	0	4.73655E-05	1.99806E-06	2.74062E-07	0.000162199	0.000111332	2.23431E-05	7.71731E-05	2.94635E-05	3.03539E-06	0.041397092	0.03875406	0.038733218	6.84976E-05	4.62625E-05	1.65624E-05	5.52631E-05	4.74489E-06	0.072226819	0.080330612	0.063097412
Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_concoct_out.39.contigs	0	0	0	1.47174E-05	0	0	4.45127E-07	0	6.77267E-05	0	0	0	0	0	0.000465547	0	0	0	6.38374E-06	0.000102897	0.001286572	0.000109274	0	0	0	0.000886864	0.000215892	0.003928053	0.000707367	0.022408538	0	0	0
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.21.contigs	9.29934E-06	3.81328E-06	3.31992E-06	3.31142E-05	1.56612E-06	8.95427E-07	7.56716E-06	4.6767E-05	1.41097E-06	0	0	0	4.31251E-07	7.1766E-06	0.015790651	0	0	0	3.19187E-06	0	9.82116E-06	0	5.35711E-07	0	0	1.08154E-05	1.02806E-05	2.7604E-05	0.000162105	9.48978E-06	0	0	0
Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_metabat.19.contigs	0	5.44754E-07	1.65996E-06	1.22645E-06	0	0	0	0	3.29227E-05	0	0	0	0	2.15298E-06	0.002471598	0	3.32715E-05	1.85553E-05	0	0	2.94635E-05	1.36592E-05	0	0	1.10907E-06	0.000573217	0.000318697	0.081851457	0.004704729	0.148246209	1.28601E-05	0	4.88181E-06
Salt_Pond_MetaG_R2A_A_H2O_MG_DASTool_bins_metabat.22.contigs	4.64967E-07	3.81328E-06	7.46983E-06	3.67935E-06	1.64443E-05	1.34314E-06	8.90254E-07	4.75597E-06	6.58454E-06	0	3.00459E-07	0	0	7.1766E-06	1.99806E-05	0	0.000108132	0.00031544	7.97967E-05	0.000368716	0.000265171	4.09777E-05	0.005290149	0.007891941	0.003047729	1.44205E-05	1.54208E-05	1.93228E-05	2.21052E-05	6.32652E-06	0.046875201	0.061271673	0.061374132
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.8.contigs	1.3949E-06	1.63426E-06	8.29981E-07	1.10381E-05	0	0	1.33538E-06	1.58532E-06	3.7626E-06	0	0	0	4.31251E-07	1.00472E-05	0.054404119	0	0	0	0	2.57244E-05	0	3.03539E-06	0	0	0	0.000382144	0.000123367	0.000485831	0.002700522	0.004265657	0	0	0
Salt_Pond_MetaG_R2_C_D2_MG_DASTool_bins_concoct_out.21.contigs	3.25477E-06	5.44754E-07	1.07898E-05	3.67935E-06	4.69836E-06	7.61113E-06	1.33538E-06	7.92662E-07	1.8813E-06	6.28416E-07	9.01378E-07	1.18227E-06	4.31251E-07	2.15298E-06	9.99029E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salt_Pond_MetaGSF2_B_D2_MG_DASTool_bins_concoct_out.55.contigs	2.7898E-06	5.44754E-06	6.63985E-06	3.67935E-06	5.48142E-06	4.02942E-06	1.0683E-05	4.75597E-06	8.46584E-06	0	0	0	4.31251E-07	2.87064E-06	9.99029E-07	0	0.00270331	0.001039096	6.38374E-06	9.43226E-05	0.000108033	3.03539E-06	4.23212E-05	5.34581E-05	0.001599281	0.050500753	0.044699859	0.064405713	0.035268892	0.003073108	0.031087239	0.000766319	0.00051259
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.27.contigs	0	0	9.95977E-06	0	0	0	0	0	4.70325E-07	0	0	0	0	0	0.008246984	0	0	0	0	0	0	1.51769E-06	0	0	2.21814E-06	0	0	2.7604E-06	1.10526E-05	0	8.57342E-06	2.60653E-06	1.22045E-05
Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_concoct_out.42.contigs	4.64967E-07	3.26852E-06	1.65996E-06	9.8116E-06	7.8306E-07	0	4.45127E-07	1.58532E-06	2.82195E-06	0	3.00459E-07	0	0	2.00945E-05	0.002018038	0	0	5.56659E-05	0	0.000231519	0.00016696	2.58008E-05	0	0	0	0.000868838	0.000210751	9.10933E-05	0.00722841	0.017495995	8.57342E-06	0	0
Salt_Pond_MetaG_R2A_B_D2_MG_DASTool_bins_concoct_out.54.contigs	0	0	8.29981E-07	0	0	0	0	0	9.40649E-06	0	0	0	0	0	0.000167837	0	4.15894E-06	0.00031544	0.000169169	0.000171496	0.05883855	0.000218548	0	0	0	3.60514E-06	5.14028E-06	0.000187707	3.6842E-06	7.90815E-05	0	0	0
Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_concoct_out.8.contigs	0	0	0	1.22645E-06	0	0	0	0	9.40649E-06	0	0	0	0	0	0.003690413	0	0	0	6.38374E-06	9.43226E-05	0.000471416	0.000110792	0	0	0	0.000209098	0.000138788	0.013067746	0.001363156	0.084190182	0	0	0
Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_metabat.11.contigs	0	0	8.29981E-07	1.22645E-06	0	0	0	0	8.46584E-06	6.28416E-07	0	0	0	7.1766E-07	0.025421291	0	4.15894E-06	0	0.000159593	0.001106147	0.008603333	0.012882174	0	0	0	0.000158626	0.000102806	0.017429182	0.001072104	0.057161701	0	0	2.44091E-06
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.11.contigs	8.36941E-06	4.35803E-06	3.31992E-06	7.3587E-06	3.13224E-06	4.92485E-06	4.89639E-06	7.92662E-06	2.35162E-06	6.28416E-07	6.00919E-07	0	0	2.87064E-06	0.020851732	2.74062E-07	0	5.56659E-05	4.14943E-05	0	9.82116E-06	1.51769E-06	2.14285E-06	1.06916E-05	1.33089E-05	5.04719E-05	2.57014E-05	5.24476E-05	0.000191579	0.000256224	0.000124315	8.08024E-05	0.000190391
Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_concoct_out.24.contigs	0	0	0	7.3587E-06	0	0	8.90254E-07	7.92662E-07	7.52519E-06	0	0	0	0	7.1766E-07	0.009063191	0	0	0	0	1.71496E-05	2.94635E-05	3.03539E-06	0	0	2.21814E-06	0.00092652	0.001747695	0.037892046	0.004737887	0.048690489	3.0007E-05	0	0
Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_metabat.16.contigs	0	2.17902E-06	0	7.3587E-06	7.8306E-07	4.47713E-07	0	3.96331E-06	3.7626E-06	0	0	0	0	2.15298E-06	0.013573806	0	0	1.85553E-05	0.014385757	1.71496E-05	0.001571385	0.005718665	0	7.63687E-07	0	0.000576822	6.16833E-05	0.039868494	0.005828412	0.022656854	0	0	0
Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_concoct_out.32.contigs	0	5.44754E-07	1.65996E-06	7.3587E-06	4.69836E-06	4.47713E-07	0	1.58532E-06	9.40649E-07	0	0	0	0	3.5883E-06	8.99126E-06	0	0	1.85553E-05	0	0	0.00118836	9.10616E-06	0	0	0	0.000216308	0.00019019	0.000102135	0.001009472	0.017021505	1.28601E-05	0	0
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.46.contigs	0	0	8.29981E-07	7.3587E-06	1.56612E-06	8.95427E-07	8.90254E-07	0	0	0	0	0	0	1.43532E-06	0.019816738	0	0	3.71106E-05	6.38374E-06	0	0.000353562	1.66946E-05	0	0	0	0.000173047	0.000298136	0.001109682	0.001779471	0.010634882	4.28671E-06	0	0
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.18.contigs	4.64967E-07	5.44754E-06	4.1499E-06	6.13225E-06	7.8306E-07	8.95427E-07	8.90254E-07	2.37799E-06	2.35162E-06	0	6.00919E-07	0	0	0	0.016658808	0	0	0	3.19187E-06	8.57478E-06	9.82116E-06	2.73185E-05	0	0	1.10907E-06	1.08154E-05	3.08417E-05	0.000107656	7.36841E-06	1.73979E-05	1.28601E-05	2.60653E-06	0
Salt_Pond_MetaGSF2_C_H2O_MG_DASTool_bins_metabat.29.contigs	0	5.44754E-07	0	0	7.8306E-07	0	4.45127E-07	0	4.70325E-07	5.65575E-06	4.20643E-06	0	0	7.1766E-07	0	0	1.24768E-05	0	0	0	0	0	0.000884459	0.00211694	0.000535682	0	1.02806E-05	0	0	0	0.013267375	0.018879088	0.01786743
Salt_Pond_MetaGSF2_A_H2O_MG_DASTool_bins_metabat.14.contigs	2.7898E-06	2.72377E-06	8.29981E-07	4.9058E-06	1.56612E-06	1.34314E-06	3.11589E-06	3.96331E-06	3.29227E-06	0	0	0	0	2.15298E-06	9.99029E-07	0	0.005785083	0.0022823	4.46862E-05	0.000282968	0.00169906	2.12477E-05	0.000144106	0.00032304	0.01303381	0.226024039	0.132644879	0.087107264	0.175736565	0.01971344	0.048632753	0.004756915	0.003077982
Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_concoct_out.26.contigs	1.85987E-06	2.72377E-06	8.29981E-07	4.9058E-06	1.56612E-06	2.23857E-06	1.33538E-06	3.96331E-06	1.8813E-06	6.28416E-07	3.00459E-07	0	0	2.87064E-06	5.99417E-05	0	0	0	0	0	0	0	0	0	0	0.000176652	0.000200471	0.004504977	0.000442105	0.176755096	4.28671E-06	2.60653E-06	2.44091E-06
Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_concoct_out.15.contigs	2.32484E-06	1.08951E-06	0	4.9058E-06	0	0	8.90254E-07	2.37799E-06	0	0	9.01378E-07	0	0	2.87064E-06	0.001105925	0	0	0	0	0	0	0	0	0	0	1.44205E-05	3.08417E-05	3.31248E-05	0.000106842	0.029146283	0	0	0
Salt_Pond_MetaGSF2_B_H2O_MG_DASTool_bins_metabat.28.contigs	0	2.17902E-06	2.48994E-06	0	7.8306E-07	4.47713E-07	0	7.92662E-07	0	2.51366E-06	4.20643E-06	0	0	2.15298E-06	0	0	2.49536E-05	3.71106E-05	9.57561E-06	2.57244E-05	1.96423E-05	1.51769E-06	0.001280886	0.001625126	0.001019237	7.21027E-06	1.54208E-05	1.3802E-05	1.10526E-05	0	0.003086433	0.008825707	0.006187696
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_metabat.27.contigs	0	1.08951E-06	4.1499E-06	3.67935E-06	2.34918E-06	4.47713E-07	1.33538E-06	1.58532E-06	1.41097E-06	0	0	0	0	1.43532E-06	1.69835E-05	0	0.000178834	0.000760767	0.001615086	0.003807205	0.020536039	0.025472951	1.07142E-06	2.29106E-06	4.43629E-06	0.000100944	0.000113086	0.000118697	0.000103158	3.79591E-05	6.85874E-05	7.81959E-06	2.44091E-06
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.23.contigs	0	1.63426E-06	8.29981E-07	3.67935E-06	7.8306E-07	4.47713E-07	8.90254E-07	1.58532E-06	9.40649E-07	0	0	5.91134E-07	0	3.5883E-06	0.069019913	0	0	0.001187538	0.013846331	0.000128622	0.000225887	6.07077E-05	0	7.63687E-07	2.21814E-06	7.21027E-06	0	1.93228E-05	1.47368E-05	5.06122E-05	0	0	0
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.25.contigs	0	0	1.65996E-06	3.67935E-06	1.56612E-06	8.95427E-07	8.90254E-07	7.92662E-07	4.70325E-07	0	0	0	4.31251E-07	0	0.009781492	0	4.15894E-06	7.42211E-05	0.003938767	3.42991E-05	0.002199939	0.000198818	0	0	0	7.21027E-06	2.05611E-05	5.52081E-05	2.94736E-05	0.009466057	1.28601E-05	0	7.32272E-06
Salt_Pond_MetaGSF2_A_D2_MG_DASTool_bins_concoct_out.40.contigs	0	0	8.29981E-07	3.67935E-06	7.8306E-07	0	8.90254E-07	7.92662E-07	2.82195E-06	0	0	0	4.31251E-07	0	0.030632225	0	0	0	3.19187E-05	0	0	6.07077E-05	0	0	0	0.000872443	0.000873847	0.082160622	0.00539736	0.020763643	1.28601E-05	0	0
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.31.contigs	9.29934E-07	1.08951E-06	3.31992E-06	0	7.8306E-07	1.79085E-06	1.78051E-06	1.58532E-06	4.70325E-07	0	0	0	0	7.1766E-07	5.99417E-06	0	0	1.85553E-05	0.004953782	0.000102897	0.000225887	0.051329878	5.35711E-07	7.63687E-07	0	0	1.54208E-05	5.52081E-06	3.6842E-06	2.84693E-05	0	0	0
Salt_Pond_MetaGSF2_A_D2_MG_DASTool_bins_concoct_out.33.contigs	0	0	0	0	0	0	0	0	2.82195E-06	0	0	0	0	7.1766E-07	0.000484529	0	8.31788E-06	7.42211E-05	9.57561E-06	0	0.000530342	0.00011838	5.35711E-07	0	1.10907E-06	3.60514E-05	7.19639E-05	0.032696969	4.05263E-05	0.002986118	8.57342E-06	2.60653E-06	2.44091E-06
Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_concoct_out.3.contigs	1.3949E-06	0	0	0	0	0	4.45127E-07	7.92662E-07	2.82195E-06	0	0	0	0	2.87064E-06	0.002299765	0	0	0	1.27675E-05	0	6.87481E-05	2.12477E-05	0	0	0	0.000447037	0.000143928	0.00864006	0.003098416	0.042960243	0	2.60653E-06	2.44091E-06
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.7.contigs	0	0	8.29981E-07	1.22645E-06	0	0	0	0	0	0	0	0	2.5875E-06	2.15298E-06	0.262184157	0	0	0	0	0	0	1.51769E-06	0	0	0	0	0	0.000146301	1.10526E-05	1.10714E-05	0	0	0
Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_concoct_out.6.contigs	9.29934E-07	1.08951E-06	2.48994E-06	0	0	8.95427E-07	0	1.58532E-06	4.70325E-07	6.28416E-07	3.00459E-07	0	0	2.15298E-06	0	0	0.059115144	0.064498172	7.66049E-05	0.003266993	0.0005107	7.58846E-06	0	1.52737E-05	8.53985E-05	2.5236E-05	4.11222E-05	3.03644E-05	3.6842E-06	3.16326E-06	2.57203E-05	0	2.44091E-06
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.4.contigs	4.64967E-07	5.44754E-07	2.48994E-06	2.4529E-06	7.8306E-07	0	4.45127E-07	7.92662E-07	9.40649E-07	0	0	0	0	7.1766E-06	2.09796E-05	0	2.49536E-05	0.000129887	0.001107579	6.00235E-05	0.002435647	0.024176842	0	0	2.21814E-05	2.88411E-05	0.000128507	0.000220832	0.000117895	0.000224592	2.14336E-05	0	0
Salt_Pond_MetaG_R2_restored_H2O_MG_DASTool_bins_concoct_out.34.contigs	0	0	2.48994E-06	2.4529E-06	0	4.47713E-07	0	0	4.70325E-07	6.28416E-07	6.00919E-07	0	0	0	1.99806E-06	0.001485689	0	0	0	0	0	0	3.80355E-05	3.58933E-05	3.32721E-05	0	0	0	0	0	0.000137175	0.000109474	0.000136691
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.89.contigs	4.64967E-07	0	2.48994E-06	2.4529E-06	7.8306E-07	4.47713E-07	8.90254E-07	0	9.40649E-07	0	0	0	0	1.43532E-06	0.015227199	2.74062E-07	0	3.71106E-05	3.19187E-06	8.57478E-06	1.96423E-05	3.03539E-06	0	0	0	0.00011897	1.02806E-05	1.3802E-05	0.000607894	0.000159745	0	0	0
Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_concoct_out.42.contigs	9.29934E-07	0	1.65996E-06	2.4529E-06	0	2.23857E-06	0	1.58532E-06	1.8813E-06	0	0	0	0	7.1766E-07	0	0	0.04358567	0.000426772	3.19187E-05	0.000437314	9.82116E-06	6.07077E-06	0	4.65849E-05	7.98532E-05	3.60514E-06	5.14028E-06	2.7604E-06	0	0	8.57342E-06	2.60653E-06	2.44091E-06
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_metabat.18.contigs	0	0	1.65996E-06	1.22645E-06	0	0	0	0	0	0	3.00459E-07	0	0	5.74128E-06	8.99126E-06	0	3.32715E-05	7.42211E-05	0.001085236	1.71496E-05	0.000893725	0.013413366	1.07142E-05	3.05475E-06	4.54719E-05	0.000205493	0.000580851	0.000425102	0.000346315	0.000330561	0.000150035	2.60653E-05	7.32272E-06
Salt_Pond_MetaGSF2_A_D2_MG_DASTool_bins_concoct_out.8.contigs	0	0	1.65996E-06	1.22645E-06	7.8306E-07	0	0	0	0	0	0	0	0	0	9.99029E-07	0	0.005381666	0.000649435	2.23431E-05	0.00019722	0.000274992	1.51769E-06	4.49998E-05	2.6729E-05	0.000277268	0.080271972	0.104553258	0.11018699	0.064819898	0.008589834	0.029132498	0.000625567	0.00035149
Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_metabat.16.contigs	0	1.63426E-06	0	0	0	0	0	0	0	0	0	0	0	0	0.001979076	0	0	0.000834988	0.034085976	0.000231519	0.006648923	0.007375986	0	7.63687E-07	2.21814E-06	0	0	0	0	0	0	0	0
Salt_Pond_MetaGSF2_A_H2O_MG_DASTool_bins_concoct_out.23.contigs	0	0	0	0	7.8306E-07	0	0	1.58532E-06	0	0	0	0	0	0	0	0	0.026575614	0.005770694	1.27675E-05	0.000505912	0.001453531	1.06238E-05	5.30354E-05	0.000257363	0.011102916	0.122383572	0.089039899	0.061683956	0.092042486	0.009641618	0.030379931	0.001094742	0.000602904
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.68.contigs	0	0	0	0	0	4.47713E-07	0	1.58532E-06	1.41097E-06	0	0	0	1.29375E-06	1.43532E-06	0.055011529	0	0	0	6.70293E-05	1.71496E-05	0.000127675	8.34731E-05	0	0	0	0	0	1.10416E-05	2.94736E-05	0.001518365	0	0	0
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.15.contigs	0	0	0	1.22645E-06	1.56612E-06	4.47713E-07	0	0	4.70325E-07	0	0	0	0	0	0.062192549	0	0	0	0	0	0	3.03539E-06	2.67856E-06	7.63687E-07	0	3.60514E-06	5.14028E-06	3.86456E-05	1.47368E-05	0.000210357	0	0	0
Salt_Pond_MetaG_R2A_A_H2O_MG_DASTool_bins_metabat.49.contigs	0	0	0	0	0	0	0	0	0	0	1.5023E-06	0	0	0	0	0	0	3.71106E-05	9.57561E-06	0	0	1.51769E-06	0.013893673	0.028499271	0.017234973	0	0	0	0	0	0.181160756	0.151381982	0.161690474
Salt_Pond_MetaGSF2_A_H2O_MG_DASTool_bins_metabat.23.contigs	0	0	0	0	0	0	0	7.92662E-07	4.70325E-07	0	1.5023E-06	0	0	0	0	0	1.66358E-05	0	0	2.57244E-05	0	0	0.012684573	0.019011988	0.01091881	4.32616E-05	2.05611E-05	1.3802E-05	2.21052E-05	3.16326E-06	0.101372177	0.134971276	0.127522676
Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_metabat.4.contigs	1.3949E-06	0	8.29981E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00043253	0.007552001	0.141358332	0.003567111	0.018650377	0.084993815	0	2.29106E-06	2.21814E-05	1.08154E-05	3.08417E-05	5.52081E-06	7.36841E-06	0	5.14405E-05	0	0
Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_concoct_out.13.contigs	1.3949E-06	5.44754E-07	8.29981E-07	0	0	0	0	7.92662E-07	0	0	0	0	0	0	1.09893E-05	0	1.66358E-05	0	0.000271309	0	0.000216065	0.000124451	0	0	2.21814E-06	0.000169441	0.000118226	0.00034505	0.000298421	0.015479416	2.57203E-05	2.60653E-06	2.44091E-06
Salt_Pond_MetaG_R2A_B_H2O_MG_DASTool_bins_concoct_out.80.contigs	4.64967E-07	0	0	0	0	1.34314E-06	0	0	0	0	3.00459E-07	0	0	0	0	0	4.15894E-06	0	0	8.57478E-06	0	1.51769E-06	0.002281595	0.004106345	0.001920912	0	0	0	3.6842E-06	0	0.003708006	0.006167047	0.007334922
Salt_Pond_MetaG_R2A_A_D2_MG_DASTool_bins_concoct_out.10.contigs	0	0	0	1.22645E-06	7.8306E-07	0	4.45127E-07	0	0	0	0	0	0	0	0	0	0.001222728	0.000575214	6.70293E-05	0.173502199	9.82116E-06	4.55308E-06	0	2.29106E-06	2.21814E-06	0	5.14028E-06	0	0	0	4.28671E-06	0	0
Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_metabat.17.contigs	0	5.44754E-07	8.29981E-07	1.22645E-06	0	0	0	7.92662E-07	0	0	0	0	0	7.1766E-07	0	0	0.077551716	0.00944464	2.5535E-05	0.001620634	1.96423E-05	1.51769E-06	5.35711E-07	7.63687E-07	0	3.60514E-06	1.54208E-05	0	0	0	8.57342E-06	0	0
Salt_Pond_MetaGSF2_B_H2O_MG_DASTool_bins_metabat.25.contigs	0	0	0	1.22645E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009599411	0.012267868	0.007205639	0	0	0	0	0	0.056194514	0.08162345	0.09058201
Salt_Pond_MetaGSF2_B_D2_MG_DASTool_bins_concoct_out.42.contigs	0	0	8.29981E-07	1.22645E-06	0	0	8.90254E-07	0	0	0	0	0	0	0	1.09893E-05	0	0	0	0	0	9.82116E-05	3.03539E-06	0	0	0	0.029893793	0.01183292	0.012325198	0.061294114	0.003253414	1.28601E-05	0	0
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.2.contigs	0	5.44754E-07	8.29981E-07	1.22645E-06	0	0	0	0	4.70325E-07	0	0	0	0	0	0.017009467	0	0	0	0	0	1.96423E-05	0	0	0	0	0	0	0.000132499	1.10526E-05	1.58163E-06	0	0	0
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.38.contigs	0	0	0	1.22645E-06	0	0	0	0	0	0	0	0	0	7.1766E-07	0.035539456	0	0	0	0	0	0	1.51769E-06	0	0	0	0	0	0	3.6842E-06	0.000105969	0	0	0
Salt_Pond_MetaG_R2A_B_D2_MG_DASTool_bins_metabat.6.contigs	0	1.08951E-06	0	0	0	0	0	0	0	0	0	0	0	0	9.99029E-06	0	4.15894E-05	0.001781307	0.000178745	0	0.142082674	0.002648373	1.60713E-06	1.52737E-06	4.21447E-05	0.022333821	0.044468547	0.0134404	0.057930435	0.073231065	0.000197189	7.81959E-06	1.22045E-05
Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_metabat.17.contigs	0	0	0	0	0	0	0	0	9.40649E-07	0	0	0	0	0	0.001356681	0	0	7.42211E-05	0.029796103	8.57478E-05	0.003869536	0.034890233	0	0	0	0	5.14028E-06	9.10933E-05	0	2.68877E-05	0	0	0
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.49.contigs	0	0	0	0	0	4.47713E-07	4.45127E-07	0	9.40649E-07	0	0	0	0	7.1766E-07	2.39767E-05	0	0	3.71106E-05	0.000434094	6.00235E-05	0.005882873	0.023506021	0	0	0	3.60514E-06	5.14028E-06	1.93228E-05	3.6842E-06	1.73979E-05	0	0	0
Salt_Pond_MetaG_R2A_A_D2_MG_DASTool_bins_metabat.7.contigs	0	0	0	0	0	4.47713E-07	8.90254E-07	0	0	0	0	0	0	0	0	0	0.000536503	0.117621955	0.0003926	0.120930193	0.009015822	1.36592E-05	0	5.34581E-06	1.66361E-05	3.60514E-06	1.54208E-05	5.52081E-06	0	0	0	0	0
Salt_Pond_MetaG_R2A_A_D2_MG_DASTool_bins_concoct_out.25.contigs	0	5.44754E-07	0	0	0	4.47713E-07	8.90254E-07	0	4.70325E-07	0	0	0	0	0	0	0	0.007261506	0.049449836	0.000823502	0.114353333	0.00127675	5.46369E-05	1.07142E-06	9.92793E-06	6.98715E-05	8.29181E-05	5.14028E-05	2.48436E-05	5.52631E-05	6.32652E-06	8.14475E-05	3.12783E-05	2.92909E-05
Salt_Pond_MetaGSF2_A_D2_MG_DASTool_bins_concoct_out.28.contigs	0	0	8.29981E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000145563	0.000166998	1.59593E-05	8.57478E-06	0.001149075	4.70485E-05	1.28571E-05	9.16424E-06	0.000185215	0.286071194	0.240899137	0.108605279	0.249343291	0.043898149	0.005512712	0.000182457	6.83454E-05
Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_concoct_out.8.contigs	0	0	0	0	0	0	0	7.92662E-07	0	0	0	0	0	0	0.000103899	0	0	0.001280315	0.111345182	6.00235E-05	0.147101286	0.113729805	0	0	2.21814E-06	0	0	0	0	1.58163E-06	0	0	0
Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_concoct_out.15.contigs	0	0	0	0	0	0	4.45127E-07	7.92662E-07	0	0	0	0	0	0	0	0	0	0.003748168	0.04399354	0.001286218	0.003083843	0.024319505	0	0	1.10907E-06	0	0	0	0	1.58163E-06	0	0	0
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.69.contigs	0	5.44754E-07	0	0	0	0	0	7.92662E-07	0	0	0	0	0	7.1766E-07	1.89815E-05	0	0	9.27764E-05	0.000450054	3.42991E-05	3.92846E-05	0.022716821	0	0	1.10907E-06	7.21027E-06	1.02806E-05	5.52081E-06	4.78947E-05	2.37245E-05	0	0	0
Salt_Pond_MetaGSF2_B_D1_MG_DASTool_bins_metabat.9.contigs	0	0	0	0	0	0	0	7.92662E-07	0	0	0	0	0	0	6.9932E-06	0	0	3.71106E-05	0	0	0.000245529	5.61546E-05	1.07142E-06	0	8.87257E-06	0.035600724	0.081427147	0.016540332	0.030033637	0.014922682	0.000124315	1.30326E-05	0
Salt_Pond_MetaG_R2A_A_H2O_MG_DASTool_bins_concoct_out.78.contigs	0	0	0	0	7.8306E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001553563	0.001281467	0.000725333	0	0	0	0	0	0.003930915	0.007324346	0.007029808
Salt_Pond_MetaGSF2_A_D2_MG_DASTool_bins_concoct_out.55.contigs	0	0	0	0	7.8306E-07	0	0	0	0	0	0	0	0	7.1766E-07	9.99029E-07	0	0.000149722	0.000204108	9.57561E-06	4.28739E-05	0.000137496	1.51769E-06	1.60713E-05	2.59654E-05	0.000644371	0.020030139	0.01404324	0.027184445	0.013602084	0.000975866	0.010180942	0.000341455	0.000248972
