I#OTU_ID	Salt_Pond_MetaGSF2_A_D1_MG	Salt_Pond_MetaGSF2_A_D2_MG	Salt_Pond_MetaGSF2_A_H2O_MG	Salt_Pond_MetaGSF2_B_D1_MG	Salt_Pond_MetaGSF2_B_D2_MG	Salt_Pond_MetaGSF2_B_H2O_MG	Salt_Pond_MetaGSF2_C_D1_MG	Salt_Pond_MetaGSF2_C_D2_MG	Salt_Pond_MetaGSF2_C_H2O_MG	Salt_Pond_MetaG_R1_A_D1_MG	Salt_Pond_MetaG_R1_A_D2_MG	Salt_Pond_MetaG_R1_A_H2O_MG	Salt_Pond_MetaG_R1_B_D1_MG	Salt_Pond_MetaG_R1_B_D2_MG	Salt_Pond_MetaG_R1_B_H2O_MG	Salt_Pond_MetaG_R1_C_D1_MG	Salt_Pond_MetaG_R1_C_D2_MG	Salt_Pond_MetaG_R1_C_H2O_MG	Salt_Pond_MetaG_R2A_A_D1_MG	Salt_Pond_MetaG_R2A_A_D2_MG	Salt_Pond_MetaG_R2A_A_H2O_MG	Salt_Pond_MetaG_R2A_B_D1_MG	Salt_Pond_MetaG_R2A_B_D2_MG	Salt_Pond_MetaG_R2A_B_H2O_MG	Salt_Pond_MetaG_R2A_C_D1_MG	Salt_Pond_MetaG_R2A_C_D2_MG	Salt_Pond_MetaG_R2A_C_H2O_MG	Salt_Pond_MetaG_R2_A_D1_MG	Salt_Pond_MetaG_R2_A_D2_MG	Salt_Pond_MetaG_R2_A_H2O_MG	Salt_Pond_MetaG_R2_B_D1_MG	Salt_Pond_MetaG_R2_B_D2_MG	Salt_Pond_MetaG_R2_B_H2O_MG	Salt_Pond_MetaG_R2_C_D1_MG	Salt_Pond_MetaG_R2_C_D2_MG	Salt_Pond_MetaG_R2_C_H2O_MG	Salt_Pond_MetaG_R2_restored_C_black_MG	Salt_Pond_MetaG_R2_restored_DShore_MG	Salt_Pond_MetaG_R2_restored_H2O_MG
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.36	458.0	584.0	295.0	550.0	491.0	66.0	420.0	300.0	45.0	42.0	34.0	6.0	102.0	72.0	6.0	90.0	78.0	24.0	781.0	2252.0	53.0	3971.0	78834.0	263.0	48455.0	121684.0	526.0	107.0	33.0	26.0	147.0	176.0	2.0	158.0	61.0	0	291.0	342.0	2.0
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.4	3197.0	24942.0	2494.0	7972.0	13815.0	1003.0	13282.0	39267.0	776.0	1237.0	1014.0	136.0	871.0	1052.0	202.0	849.0	602.0	364.0	5717.0	2603.0	873.0	2898.0	49776.0	1955.0	48199.0	398126.0	9780.0	822.0	228.0	17.0	1362.0	1041.0	2.0	1353.0	1031.0	14.0	4818.0	7636.0	2.0
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.41	334.0	4568.0	172.0	1135.0	2214.0	65.0	556.0	5351.0	33.0	821.0	755.0	76.0	754.0	984.0	115.0	580.0	672.0	188.0	731.0	1840.0	61.0	8128.0	67646.0	219.0	116999.0	240545.0	388.0	558.0	244.0	27.0	472.0	1456.0	11.0	392.0	515.0	20.0	546.0	20239.0	11.0
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.42	3365.0	3806.0	1568.0	4980.0	4493.0	360.0	3893.0	4367.0	334.0	595.0	441.0	91.0	1267.0	768.0	133.0	1105.0	717.0	173.0	26642.0	41757.0	338.0	43392.0	17211.0	2844.0	328216.0	334329.0	7410.0	969.0	365.0	98.0	1113.0	2139.0	0	809.0	721.0	4.0	1384.0	1238.0	18.0
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.45	1430.0	798.0	2107.0	554.0	462.0	197.0	774.0	147.0	177.0	4.0	4.0	0	18.0	33.0	0	2.0	6.0	4.0	26066.0	60144.0	78.0	31688.0	55408.0	1840.0	75793.0	328068.0	3996.0	10.0	18.0	18.0	4.0	7.0	2.0	1.0	4.0	0	6.0	28.0	16.0
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.49	94.0	2385.0	54.0	188.0	337.0	29.0	394.0	4286.0	32.0	142.0	128.0	11.0	114.0	191.0	12.0	138.0	119.0	32.0	84.0	2750.0	16.0	1962.0	53456.0	60.0	21579.0	285730.0	99.0	87.0	40.0	17.0	138.0	197.0	4.0	109.0	38.0	2.0	185.0	6823.0	0
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.51	4157.0	6929.0	1846.0	5202.0	5306.0	439.0	15418.0	6106.0	380.0	59.0	81.0	40.0	235.0	145.0	50.0	98.0	298.0	82.0	4018.0	794.0	234.0	1920.0	9570.0	337.0	52319.0	251017.0	1780.0	206.0	100.0	14.0	278.0	216.0	2.0	215.0	79.0	0	426.0	2762.0	6.0
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.69	2319.0	4357.0	1239.0	6387.0	11348.0	360.0	4908.0	13599.0	267.0	1978.0	1241.0	140.0	2913.0	1846.0	190.0	2652.0	1660.0	344.0	3907.0	4622.0	229.0	5197.0	11576.0	1082.0	30666.0	252009.0	2279.0	1574.0	590.0	19.0	2278.0	2652.0	13.0	1677.0	750.0	10.0	2766.0	6700.0	16.0
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.9	1110.0	1596.0	1298.0	1189.0	1145.0	512.0	1198.0	1100.0	411.0	474.0	393.0	105.0	657.0	611.0	118.0	481.0	405.0	157.0	2538.0	11501.0	612.0	12348.0	88202.0	892.0	81912.0	320402.0	1412.0	472.0	170.0	11.0	589.0	809.0	12.0	664.0	232.0	14.0	716.0	3357.0	1439.0
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_maxbin.022	427.0	1275.0	306.0	527.0	676.0	72.0	538.0	2055.0	91.0	113.0	116.0	27.0	275.0	150.0	22.0	179.0	148.0	68.0	3299.0	21971.0	164.0	21101.0	141927.0	536.0	260086.0	561370.0	1022.0	207.0	101.0	76.0	278.0	286.0	9.0	288.0	93.0	26.0	351.0	15728.0	6.0
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_metabat.10	254.0	393.0	239.0	277.0	231.0	58.0	274.0	239.0	69.0	66.0	54.0	8.0	128.0	104.0	12.0	54.0	70.0	21.0	377.0	14988.0	71.0	14335.0	381052.0	402.0	186888.0	423940.0	971.0	91.0	33.0	94.0	158.0	226.0	4.0	69.0	51.0	0	340.0	1245.0	2.0
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_metabat.18	9170.0	24955.0	5371.0	16901.0	20932.0	1309.0	22372.0	32506.0	1050.0	230.0	240.0	61.0	425.0	249.0	130.0	294.0	280.0	153.0	2024.0	976.0	9613.0	1826.0	12520.0	3682.0	29139.0	167737.0	11320.0	565.0	199.0	9.0	700.0	577.0	2.0	807.0	233.0	0	1079.0	862.0	27.0
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_metabat.27	1417.0	1768.0	752.0	1248.0	1055.0	167.0	1080.0	1137.0	145.0	225.0	198.0	14.0	264.0	392.0	23.0	296.0	237.0	48.0	1814.0	38420.0	175.0	6258.0	93262.0	309.0	51595.0	301544.0	688.0	306.0	161.0	29.0	303.0	413.0	14.0	250.0	146.0	0	357.0	1583.0	40.0
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_metabat.38	640.0	820.0	668.0	602.0	487.0	206.0	640.0	352.0	166.0	192.0	108.0	30.0	185.0	142.0	54.0	110.0	131.0	60.0	808.0	759.0	185.0	896.0	6839.0	211.0	32758.0	140694.0	602.0	117.0	67.0	15.0	187.0	190.0	4.0	188.0	72.0	0	222.0	1399.0	44.0
Salt_Pond_MetaG_R2A_C_H2O_MG_DASTool_bins_concoct_out.67	124.0	115.0	9901.0	175.0	128.0	14756.0	266.0	64.0	17761.0	114.0	346.0	35.0	112.0	88.0	90.0	16.0	28.0	69.0	176.0	169.0	1266628.0	74.0	93.0	514346.0	172.0	58.0	186600.0	84.0	34.0	62.0	62.0	54.0	18.0	144.0	46.0	9.0	104.0	11.0	3.0
Salt_Pond_MetaG_R2A_C_H2O_MG_DASTool_bins_metabat.16	42.0	41.0	28627.0	35.0	52.0	54521.0	64.0	38.0	60857.0	34.0	30.0	24.0	96.0	32.0	66.0	30.0	23.0	30.0	123.0	134.0	497162.0	105.0	126.0	379471.0	182.0	108.0	306009.0	16.0	35.0	38.0	62.0	28.0	6.0	32.0	12.0	6.0	56.0	20.0	44.0
Salt_Pond_MetaG_R2A_C_H2O_MG_DASTool_bins_metabat.4	227.0	147.0	92399.0	111.0	90.0	69281.0	282.0	52.0	69156.0	80.0	80.0	194.0	1806.0	135.0	314.0	70.0	39.0	254.0	612.0	2290.0	9954275.0	1254.0	2217.0	6940830.0	2873.0	1077.0	4962112.0	48.0	373.0	743.0	198.0	59.0	50.0	64.0	25.0	36.0	74.0	32.0	364.0
Salt_Pond_MetaG_R2A_C_H2O_MG_DASTool_bins_metabat.5	1407.0	1270.0	48848.0	1011.0	825.0	69912.0	1185.0	367.0	74384.0	4232.0	3855.0	691.0	2534.0	2329.0	1402.0	2826.0	2396.0	781.0	1682.0	1726.0	1761634.0	1058.0	945.0	1265368.0	1047.0	871.0	1098845.0	1047.0	371.0	126.0	2225.0	1814.0	20.0	2957.0	798.0	33.0	4043.0	580.0	128.0
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_concoct_out.119	11.0	31.0	16.0	63.0	216.0	21.0	35.0	125.0	12.0	106076.0	77233.0	7413.0	87832.0	148962.0	10767.0	66641.0	37540.0	38241.0	41.0	33.0	37.0	218.0	68.0	51.0	64.0	19.0	19.0	168466.0	19644.0	142.0	63422.0	89461.0	152.0	52353.0	545990.0	337.0	5939.0	252.0	13.0
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_concoct_out.29	469.0	642.0	444.0	546.0	446.0	90.0	448.0	267.0	116.0	2457.0	2832.0	216.0	3232.0	16582.0	381.0	3759.0	15871.0	50110.0	752.0	569.0	2143.0	895.0	340.0	817.0	626.0	484.0	612.0	243845.0	12843.0	67.0	6460.0	193704.0	71.0	2983.0	98189.0	213.0	2223.0	679.0	12.0
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_concoct_out.35	535.0	1239.0	635.0	946.0	1434.0	204.0	924.0	1545.0	185.0	3275.0	4453.0	463.0	18348.0	12088.0	785.0	5332.0	22435.0	51948.0	5977.0	7977.0	552.0	8141.0	4892.0	711.0	10747.0	7490.0	1106.0	265413.0	24083.0	35.0	15228.0	202350.0	65.0	22473.0	29135.0	196.0	5025.0	2662.0	311.0
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_concoct_out.49	1322.0	2014.0	2410.0	2626.0	2652.0	903.0	1978.0	1949.0	784.0	288180.0	426265.0	10241.0	443599.0	599572.0	13836.0	268685.0	282231.0	71804.0	15337.0	7632.0	3341.0	8707.0	2825.0	4764.0	5303.0	3051.0	7938.0	341900.0	51839.0	103.0	113793.0	560751.0	437.0	153785.0	103792.0	484.0	180155.0	8438.0	133.0
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_concoct_out.52	8.0	10.0	2.0	20.0	28.0	4.0	16.0	9.0	2.0	1463.0	537.0	73.0	1070.0	2635.0	66.0	5313.0	4364.0	30748.0	0	2.0	7.0	69.0	8.0	6.0	10.0	16.0	16.0	142493.0	2532.0	2.0	2357.0	7408.0	4.0	442.0	266.0	79.0	449.0	67.0	3.0
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_concoct_out.66	187.0	231.0	161.0	305.0	310.0	67.0	193.0	144.0	58.0	410.0	283.0	87.0	398.0	656.0	120.0	874.0	5130.0	9734.0	79.0	151.0	93.0	361.0	131.0	81.0	83.0	90.0	109.0	130160.0	59444.0	1.0	8973.0	31826.0	9.0	877.0	1520.0	67.0	351.0	4185.0	0
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_concoct_out.84	1295.0	1569.0	560.0	2084.0	2060.0	126.0	1809.0	1535.0	86.0	84160.0	5872.0	3688.0	68945.0	12567.0	6729.0	106693.0	24455.0	58789.0	240.0	149.0	158.0	1518.0	730.0	144.0	604.0	450.0	527.0	330094.0	64447.0	17.0	190444.0	154744.0	126.0	67154.0	86992.0	231.0	22187.0	1322.0	9.0
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_concoct_out.93	16.0	18.0	6.0	23.0	20.0	0	12.0	16.0	9.0	457.0	596.0	90.0	713.0	682.0	60.0	1799.0	3412.0	10673.0	0	16.0	24.0	123.0	32.0	6.0	65.0	46.0	12.0	57733.0	5919.0	6.0	34668.0	54129.0	12.0	1287.0	2279.0	40.0	120.0	68.0	2.0
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_concoct_out.98	4.0	23.0	31.0	67.0	207.0	38.0	18.0	116.0	22.0	463129.0	461685.0	14368.0	260009.0	354579.0	14220.0	157953.0	153451.0	54223.0	28.0	46.0	30.0	263.0	46.0	70.0	62.0	36.0	6.0	175559.0	14896.0	31.0	51404.0	470517.0	133.0	60911.0	84548.0	142.0	53907.0	1713.0	14.0
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_maxbin.001	134.0	368.0	2109.0	163.0	175.0	2473.0	203.0	173.0	1948.0	269.0	310.0	680.0	2211.0	1630.0	602.0	325.0	4135.0	24688.0	3890.0	511.0	2776.0	394.0	398.0	1697.0	359.0	397.0	1287.0	119374.0	8127.0	10.0	5573.0	76297.0	8.0	599.0	45703.0	88.0	1945.0	2914.0	19908520.0
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_metabat.10	60.0	78.0	42.0	164.0	384.0	93.0	129.0	345.0	54.0	875691.0	784630.0	18304.0	318646.0	482136.0	22679.0	492504.0	400382.0	73036.0	295.0	147.0	929.0	954.0	199.0	1263.0	240.0	147.0	327.0	251370.0	49605.0	69.0	314077.0	297863.0	553.0	272160.0	122786.0	354.0	502839.0	8433.0	32.0
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_metabat.12	1709.0	2202.0	2309.0	2091.0	3000.0	1713.0	2088.0	2171.0	1794.0	2018968.0	1926314.0	72717.0	1881383.0	2225874.0	113366.0	1957319.0	1580653.0	245982.0	2767.0	2623.0	10645.0	9618.0	1997.0	7943.0	4849.0	2454.0	6242.0	746328.0	152587.0	251.0	1070509.0	1452046.0	2799.0	1793508.0	513567.0	1357.0	962429.0	33018.0	265.0
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_metabat.24	96.0	190.0	583.0	123.0	388.0	908.0	148.0	260.0	939.0	16968.0	11272.0	529.0	35007.0	38200.0	968.0	8438.0	11774.0	114078.0	76.0	64.0	1393.0	459.0	161.0	779.0	209.0	111.0	384.0	543517.0	31836.0	186.0	55066.0	289147.0	160.0	6675.0	54200.0	342.0	1044.0	1704.0	379.0
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_metabat.32	998.0	1181.0	539.0	1312.0	1187.0	244.0	1130.0	824.0	159.0	7463.0	5219.0	327.0	13450.0	8681.0	557.0	5669.0	3748.0	24392.0	324.0	140.0	444.0	420.0	423.0	197.0	285.0	326.0	594.0	140362.0	18003.0	55.0	28693.0	64250.0	70.0	11330.0	30001.0	150.0	4196.0	1697.0	42.0
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_metabat.50	4645.0	5589.0	4382.0	4720.0	4469.0	1863.0	4280.0	3339.0	1843.0	719395.0	649140.0	24400.0	620107.0	980390.0	34476.0	446652.0	293945.0	56117.0	4010.0	4254.0	2726.0	5308.0	3449.0	2554.0	4648.0	5128.0	4623.0	170862.0	58164.0	407.0	228912.0	258987.0	955.0	472932.0	106248.0	610.0	339076.0	15622.0	199.0
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_metabat.61	23.0	39.0	120.0	91.0	218.0	41.0	49.0	41.0	48.0	520.0	647.0	144.0	524.0	1530.0	281.0	4477.0	21958.0	9065.0	27.0	519.0	18.0	142.0	37.0	6.0	22.0	30.0	4.0	158009.0	82867.0	218.0	11490.0	56284.0	249.0	1009.0	8124.0	356.0	778.0	14678.0	10.0
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_metabat.7	86.0	179.0	118.0	231.0	582.0	172.0	194.0	491.0	146.0	65952.0	76656.0	4353.0	70312.0	98635.0	4766.0	48741.0	59695.0	142395.0	128.0	115.0	489.0	599.0	171.0	290.0	211.0	193.0	181.0	681683.0	44815.0	29.0	71491.0	366881.0	86.0	103270.0	235624.0	437.0	28597.0	1319.0	205.0
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_metabat.9	60.0	191.0	72.0	471.0	1423.0	51.0	339.0	421.0	29.0	111007.0	139495.0	8473.0	97566.0	139462.0	8513.0	96016.0	100121.0	80986.0	110.0	89.0	97.0	614.0	233.0	105.0	153.0	252.0	93.0	359978.0	34576.0	18.0	127610.0	381264.0	165.0	177164.0	168725.0	300.0	62472.0	2698.0	19.0
Salt_Pond_MetaG_R2_A_D2_MG_DASTool_bins_concoct_out.19	16.0	185.0	6.0	1322.0	3561.0	4.0	176.0	2896.0	6.0	5014.0	2495.0	2383.0	12101.0	2767.0	10322.0	11263.0	18378.0	5165.0	46.0	95.0	4461.0	171.0	16.0	1003.0	279.0	51.0	643.0	12488.0	909586.0	1149780.0	22486.0	45780.0	867196.0	16421.0	16635.0	1284514.0	2815.0	1069.0	4.0
Salt_Pond_MetaG_R2_A_D2_MG_DASTool_bins_concoct_out.67	36.0	532.0	10.0	2022.0	5479.0	2.0	522.0	5867.0	6.0	7399.0	3382.0	1390.0	10404.0	3471.0	3353.0	8372.0	12125.0	2921.0	79.0	109.0	2805.0	184.0	26.0	675.0	237.0	29.0	398.0	6798.0	700524.0	852571.0	10531.0	12166.0	634087.0	5076.0	3522.0	742291.0	2626.0	2261.0	4.0
Salt_Pond_MetaG_R2_A_D2_MG_DASTool_bins_concoct_out.9	26.0	564.0	9.0	2031.0	5367.0	9.0	435.0	5967.0	6.0	12325.0	8887.0	2762.0	14931.0	7007.0	7730.0	14421.0	17963.0	6024.0	84.0	133.0	4383.0	301.0	45.0	984.0	379.0	55.0	622.0	12491.0	1167853.0	1347552.0	21310.0	26018.0	897258.0	11843.0	8188.0	1195684.0	3214.0	2450.0	13.0
Salt_Pond_MetaG_R2_A_D2_MG_DASTool_bins_metabat.14	47.0	1140.0	19.0	4065.0	10566.0	37.0	880.0	11446.0	27.0	67822.0	50264.0	11616.0	67999.0	45005.0	38767.0	74871.0	78229.0	28536.0	165.0	217.0	1664.0	570.0	104.0	447.0	367.0	124.0	252.0	65436.0	447628.0	486872.0	75278.0	164920.0	382021.0	33583.0	62583.0	421384.0	12327.0	4929.0	69.0
Salt_Pond_MetaG_R2_A_D2_MG_DASTool_bins_metabat.16	3.0	54.0	12.0	176.0	472.0	4.0	37.0	421.0	2.0	1804.0	1763.0	2998.0	1400.0	741.0	17260.0	3100.0	1603.0	7243.0	8.0	20.0	2096.0	41.0	0	539.0	149.0	15.0	324.0	5651.0	571325.0	883355.0	6903.0	3478.0	777119.0	3331.0	4925.0	680232.0	541.0	523.0	366.0
Salt_Pond_MetaG_R2_A_H2O_MG_DASTool_bins_concoct_out.11	78.0	1150.0	20.0	13184.0	30755.0	14.0	2038.0	25793.0	14.0	25607.0	13402.0	1692.0	77035.0	11946.0	5009.0	96449.0	107076.0	5949.0	222.0	234.0	2496.0	588.0	93.0	594.0	337.0	75.0	288.0	28362.0	464101.0	563478.0	71556.0	85707.0	420213.0	29036.0	17741.0	477709.0	22074.0	3290.0	10.0
Salt_Pond_MetaG_R2_A_H2O_MG_DASTool_bins_concoct_out.29	98.0	1375.0	8.0	11014.0	26549.0	20.0	1623.0	15083.0	8.0	44538.0	22555.0	5597.0	42146.0	34187.0	11529.0	48175.0	36870.0	13187.0	240.0	263.0	2479.0	673.0	73.0	601.0	426.0	76.0	382.0	52484.0	553419.0	610328.0	55743.0	55754.0	453390.0	36398.0	19548.0	721548.0	29890.0	6575.0	28.0
Salt_Pond_MetaG_R2_A_H2O_MG_DASTool_bins_concoct_out.45	27.0	438.0	2.0	3249.0	7831.0	9.0	656.0	6713.0	4.0	8612.0	4750.0	931.0	20388.0	4991.0	3273.0	19782.0	25899.0	3243.0	133.0	92.0	1220.0	216.0	40.0	292.0	135.0	19.0	174.0	18975.0	252447.0	299616.0	23143.0	38041.0	223580.0	11029.0	11114.0	252168.0	5259.0	1336.0	10.0
Salt_Pond_MetaG_R2_A_H2O_MG_DASTool_bins_maxbin.035	0	4.0	0	21.0	62.0	0	6.0	59.0	2.0	307.0	119.0	83.0	342.0	145.0	298.0	249.0	256.0	179.0	1.0	2.0	335.0	14.0	0	72.0	17.0	2.0	48.0	635.0	41888.0	68189.0	1131.0	545.0	70388.0	523.0	2994.0	68298.0	58.0	98.0	0
Salt_Pond_MetaG_R2_A_H2O_MG_DASTool_bins_metabat.14	69.0	459.0	48.0	11157.0	30383.0	30.0	644.0	8163.0	76.0	17272.0	7093.0	97938.0	122292.0	5557.0	503322.0	62861.0	159496.0	167404.0	113.0	171.0	2996.0	652.0	118.0	791.0	300.0	72.0	426.0	145359.0	746899.0	838647.0	139111.0	175512.0	662780.0	78058.0	92973.0	670801.0	22802.0	1340.0	647.0
Salt_Pond_MetaG_R2_B_D1_MG_DASTool_bins_concoct_out.110	750.0	573.0	569.0	459.0	545.0	289.0	696.0	412.0	237.0	59718.0	82845.0	24073.0	262649.0	43240.0	35572.0	151159.0	47007.0	49512.0	10995.0	1116.0	1887.0	2439.0	509.0	3918.0	724.0	517.0	1486.0	48062.0	13299.0	142.0	345732.0	48946.0	830.0	680561.0	16995.0	579.0	894491.0	18470.0	38.0
Salt_Pond_MetaG_R2_B_D1_MG_DASTool_bins_concoct_out.40	1510.0	2795.0	1419.0	3404.0	6109.0	606.0	3608.0	5645.0	467.0	81428.0	48262.0	38333.0	141757.0	24148.0	44097.0	130841.0	33121.0	80720.0	12712.0	263.0	3343.0	3085.0	2877.0	4832.0	1363.0	8102.0	7632.0	107228.0	23178.0	34.0	361374.0	128349.0	366.0	351258.0	376125.0	519.0	946992.0	26435.0	19.0
Salt_Pond_MetaG_R2_B_D1_MG_DASTool_bins_metabat.10	20.0	89.0	100.0	223.0	664.0	289.0	182.0	549.0	110.0	1557684.0	1781179.0	40110.0	1021603.0	1365022.0	56949.0	1027997.0	617107.0	130925.0	433.0	231.0	231.0	2056.0	357.0	607.0	576.0	267.0	103.0	355545.0	58179.0	118.0	714249.0	479915.0	1243.0	901368.0	182117.0	609.0	758643.0	17801.0	80.0
Salt_Pond_MetaG_R2_B_D1_MG_DASTool_bins_metabat.13	1437.0	2391.0	2202.0	3188.0	4940.0	1082.0	2331.0	2844.0	677.0	878511.0	769575.0	37680.0	1657247.0	1527136.0	65355.0	848446.0	918128.0	218972.0	21163.0	11849.0	2256.0	13735.0	3939.0	4845.0	8604.0	4930.0	7330.0	1107451.0	304446.0	128.0	717304.0	1990010.0	1426.0	1086496.0	679297.0	1288.0	665184.0	24205.0	121.0
Salt_Pond_MetaG_R2_B_D1_MG_DASTool_bins_metabat.22	309.0	484.0	373.0	479.0	753.0	210.0	464.0	499.0	89.0	607698.0	496763.0	18176.0	479528.0	602978.0	26526.0	427825.0	390668.0	51084.0	630.0	585.0	895.0	1988.0	412.0	717.0	891.0	540.0	477.0	160380.0	51251.0	492.0	252357.0	371888.0	911.0	419385.0	139326.0	750.0	199384.0	9848.0	4.0
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_concoct_out.124	2557.0	2715.0	2670.0	1793.0	1492.0	680.0	1869.0	719.0	626.0	2285.0	4123.0	230.0	14137.0	41517.0	324.0	2992.0	32459.0	10838.0	2874.0	2052.0	685.0	1945.0	684.0	916.0	1136.0	1202.0	3180.0	85721.0	34444.0	220.0	16043.0	220114.0	139.0	5598.0	84749.0	306.0	5434.0	1450.0	26.0
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_concoct_out.143	1338.0	1896.0	2761.0	2983.0	2575.0	1464.0	1903.0	1257.0	1272.0	14492.0	15001.0	3427.0	85271.0	139095.0	4121.0	11228.0	73265.0	16952.0	9467.0	3942.0	3465.0	4611.0	1691.0	3521.0	2391.0	1310.0	6614.0	115002.0	45681.0	20.0	47812.0	436434.0	42.0	29945.0	169554.0	149.0	28565.0	3486.0	931.0
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_concoct_out.32	1508.0	1938.0	2285.0	3216.0	2485.0	881.0	1863.0	1148.0	708.0	12958.0	24264.0	2077.0	135447.0	146973.0	2875.0	15323.0	73978.0	15692.0	10261.0	4162.0	2742.0	4671.0	1478.0	3549.0	2465.0	1285.0	6083.0	86368.0	20444.0	16.0	54098.0	274855.0	59.0	51404.0	57923.0	87.0	21871.0	2927.0	94.0
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_concoct_out.39	5726.0	6560.0	4267.0	6061.0	5394.0	783.0	4845.0	2640.0	613.0	95184.0	112821.0	2775.0	157417.0	360441.0	4688.0	79590.0	178688.0	57516.0	4981.0	5606.0	458.0	7240.0	3508.0	746.0	6214.0	3507.0	2368.0	321783.0	58832.0	32.0	85026.0	542888.0	138.0	82223.0	278363.0	318.0	46760.0	6669.0	9.0
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_concoct_out.4	903.0	1283.0	965.0	876.0	1055.0	250.0	987.0	1470.0	233.0	5453.0	5508.0	143.0	25693.0	9830.0	290.0	9990.0	55051.0	15683.0	2486.0	1991.0	119.0	1782.0	536.0	271.0	1195.0	504.0	764.0	102114.0	27220.0	16.0	44829.0	358986.0	40.0	18194.0	102704.0	124.0	11063.0	626.0	751.0
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_concoct_out.80	211.0	191.0	101.0	1169.0	3297.0	58.0	807.0	931.0	70.0	39790.0	34076.0	2510.0	66546.0	34262.0	5106.0	34854.0	55871.0	28447.0	144.0	158.0	135.0	326.0	202.0	86.0	199.0	176.0	117.0	131998.0	18137.0	42.0	31950.0	180944.0	59.0	30797.0	100194.0	142.0	34469.0	599.0	22.0
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_metabat.10	2922.0	4060.0	5435.0	6593.0	5198.0	2827.0	3892.0	2399.0	2241.0	177290.0	144912.0	3917.0	152002.0	313807.0	5186.0	137690.0	361943.0	25021.0	22395.0	8322.0	12974.0	9572.0	3176.0	10197.0	4944.0	2864.0	15025.0	160944.0	61342.0	14.0	151753.0	602578.0	175.0	83386.0	169192.0	269.0	156150.0	4466.0	162.0
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_metabat.16	1622.0	2499.0	3032.0	4265.0	3549.0	1357.0	2506.0	1835.0	1101.0	259252.0	291191.0	11890.0	378877.0	365100.0	18342.0	221227.0	385495.0	73841.0	13787.0	5309.0	4259.0	7158.0	2220.0	4731.0	3590.0	1864.0	8561.0	341950.0	67529.0	49.0	238161.0	859078.0	407.0	236099.0	193645.0	410.0	98164.0	5307.0	235.0
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_metabat.19	1479.0	2193.0	2933.0	2871.0	2444.0	1251.0	2060.0	1637.0	1082.0	64047.0	61208.0	9506.0	290500.0	234217.0	13007.0	48382.0	148589.0	94821.0	16354.0	8171.0	5646.0	8790.0	2909.0	5762.0	5692.0	3338.0	8087.0	552356.0	134032.0	40.0	148626.0	1030082.0	216.0	187254.0	570677.0	582.0	79426.0	5343.0	2051.0
