MAG,domain,phylum,class,order,family,genus,species,SF2_A_D1,SF2_A_D2,SF2_B_D1,SF2_B_D2,SF2_C_D1,SF2_C_D2,R1_A_D1,R1_A_D2,R1_B_D1,R1_B_D2,R1_C_D1,R1_C_D2,R2A_A_D1,R2A_A_D2,R2A_B_D1,R2A_B_D2,R2A_C_D1,R2A_C_D2,R2_A_D1,R2_A_D2,R2_B_D1,R2_B_D2,R2_C_D1,R2_C_D2
Salt_Pond_MetaGSF2_A_D2_MG_DASTool_bins_concoct_out.13,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,UBA11574,JAAXQD01,,0.0005235991933234,0.0063943680306525,0.0018044965211899,0.0020873233196028,0.0069193336668235,0.0059238234190659,1.08613397576377e-06,9.56217645289361e-07,2.22194630292013e-06,7.5641321506148e-07,1.04925806738809e-06,1.49394823539668e-06,1.90997105203532e-05,2.43085171237939e-06,1.0055285113333e-05,0.0001136158262916,4.36171423851925e-05,0.0005262995773418,4.19313695611362e-06,2.75524588577562e-06,4.17512251362013e-06,1.94893383061919e-06,3.37518236240836e-06,1.73908409172827e-06
Salt_Pond_MetaGSF2_A_D2_MG_DASTool_bins_concoct_out.28,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,UBA11574,UBA11574,UBA11574 sp002868985,0.005149510202019,0.0093522238184049,0.0172338956580292,0.0155010116400554,0.0122830175315904,0.0103248997065649,1.01717308841368e-06,1.52994823246298e-06,2.10587448112579e-06,1.32372312635759e-06,1.94224365665454e-06,2.72425854689982e-06,0.0002125865020619,1.18044957255834e-05,8.9619173297453e-05,0.0005799122939965,5.18985957244486e-05,0.0001989705516125,4.75850373671321e-06,3.94670356611103e-06,3.88139530160665e-06,2.80800334806317e-06,4.17702126618493e-06,2.32812870344269e-06
Salt_Pond_MetaGSF2_A_D2_MG_DASTool_bins_concoct_out.33,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalobacterales,,,,8.12719883708922e-05,0.0034883549316764,5.94368823306542e-05,6.93372513169482e-05,8.56706841179572e-05,0.0016297697278131,2.12054728601497e-05,1.61339995423368e-05,2.46901346645378e-05,2.54429899611589e-05,3.39334523921253e-05,2.21455856070566e-05,4.58320360916562e-05,4.00128684742737e-05,0.000115208140241,0.0004069341633838,0.0001066097605075,0.0004978459121033,1.49508104203003e-05,5.82697271789034e-06,3.03378248979634e-05,4.52101360971267e-05,3.75372491465637e-05,1.68859455358132e-05
Salt_Pond_MetaGSF2_A_D2_MG_DASTool_bins_concoct_out.40,Bacteria,Bacteroidota,Rhodothermia,Balneolales,,,,0.0001385991971305,0.0076482843725698,0.0005629521855031,0.0013906971761356,0.000501522061363,0.0058258075635095,3.9480108007921e-06,3.61624127673067e-06,4.85843482653431e-06,4.62443533753496e-06,3.70589019545579e-06,6.50306878937378e-06,5.9970546828892e-07,3.81241491581803e-06,6.93467938850552e-07,7.72867073544066e-06,0.0001331282687744,0.0002068391274517,7.71097470206663e-06,2.64354672824418e-06,3.32331359878105e-05,3.21445862721204e-05,3.20735561510629e-06,1.52871101611598e-05
Salt_Pond_MetaGSF2_A_D2_MG_DASTool_bins_concoct_out.55,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Halioglobus,,0.0025426350326272,0.0032159130155516,0.0024590609955377,0.0019750455011925,0.0018249910584464,0.0009780419715016,1.45162667871919e-05,1.51256245709408e-05,1.78418971786721e-05,1.7552224831313e-05,2.33292485195862e-05,1.6697068513257e-05,0.000294310001786,8.00782013739943e-05,0.0001480091737486,9.99924066901644e-05,5.72112261684997e-05,4.78267702076774e-05,1.21553857828912e-05,6.45993461056852e-06,2.07077684469501e-05,1.56812241766267e-05,3.3677233958616e-05,1.65773983582485e-05
Salt_Pond_MetaGSF2_A_D2_MG_DASTool_bins_concoct_out.8,Bacteria,Desulfobacterota,Syntrophobacteria,BM002,BM002,BM002,BM002 sp002899795,0.0084179225252729,0.0088511231687067,0.0062284252246804,0.0053440234267263,0.0061914305195196,0.0031423167255489,2.22398861704009e-06,2.67740940681021e-06,5.78700940088899e-06,2.5614902055491e-06,3.43799451867586e-06,5.66821536371093e-06,0.0011489811585626,0.0001008716019928,0.0002417660390812,0.0001601406775267,7.23455263410486e-05,2.02308170274191e-05,6.80010599998951e-06,4.46796630125777e-06,8.30828399695262e-06,3.5773193338339e-06,1.13749239838072e-05,5.16115278835487e-06
Salt_Pond_MetaGSF2_A_H2O_MG_DASTool_bins_concoct_out.23,Bacteria,Desulfobacterota_F,Desulfuromonadia,Desulfuromonadales,BM103,M0040,,0.0068938723685939,0.004944949151657,0.0073853487832132,0.0058137226434948,0.0046231058348092,0.0025997506663974,3.01703882156601e-06,3.94657100873973e-06,7.03063606297115e-06,4.52128808093566e-06,8.28244134044638e-06,5.66821536371093e-06,0.0030748534919541,0.0003011632902078,0.0008211353863929,0.0003768709441671,0.0001378382058488,5.9909322681196e-05,8.57472950576044e-06,4.85891335261782e-06,6.67180381573468e-06,7.73162565699585e-06,7.06737080305397e-06,5.60994868299442e-06
Salt_Pond_MetaGSF2_A_H2O_MG_DASTool_bins_concoct_out.33,Bacteria,Bacteroidota,Bacteroidia,NS11-12g,UBA955,VMCP01,VMCP01 sp008081305,2.02378472028109e-06,2.65249571962005e-06,1.91498769819129e-06,2.40805406217397e-06,3.07269882512288e-06,2.00399980347292e-06,8.62011091876004e-08,6.95431014755899e-08,2.3214364358867e-07,1.37529675465724e-07,4.46492794633228e-08,0.0,4.72495217439755e-07,3.49762836313581e-07,3.69849567386961e-07,3.92983257734271e-07,4.9108348642489e-07,4.47501943463649e-07,1.5704632794433e-07,1.11699157531444e-07,1.67844121150558e-07,8.9753531673252e-08,1.49179330935176e-07,8.41492302449163e-08
Salt_Pond_MetaGSF2_A_H2O_MG_DASTool_bins_metabat.14,Bacteria,Desulfobacterota_F,Desulfuromonadia,Desulfuromonadales,BM103,M0040,,0.0096381444867675,0.0067494113839947,0.0130092882684457,0.0105541884589432,0.0066116604925904,0.0044526849116513,1.55851605411182e-05,1.02228359169117e-05,2.05944575240806e-05,1.68645764539844e-05,2.15879266205166e-05,1.76417710738755e-05,0.0013935519522666,0.0001640562583728,0.00046212703445,0.0004383946564057,0.0001221458562598,8.64238128314171e-05,2.6399487727442e-05,1.6475625735888e-05,2.07287489620939e-05,2.88621713994986e-05,1.47501063462155e-05,1.58761547728742e-05
Salt_Pond_MetaGSF2_A_H2O_MG_DASTool_bins_metabat.23,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Litoricolaceae,HIMB30,HIMB30 sp002691485,7.51405217926148e-06,5.54303592689831e-06,6.14241337155697e-06,6.01094410939609e-06,7.27845534200982e-06,3.24242664831573e-06,3.44804436750402e-08,3.30329732009052e-07,1.37628017270426e-06,2.06294513198585e-07,1.33947838389968e-07,1.53788788937893e-07,2.28978451528497e-06,1.90620745790902e-06,2.31155979616851e-06,1.98674869187881e-06,3.05811080182772e-06,8.20420229683356e-07,4.55434351038558e-07,4.28180103870536e-07,3.35688242301116e-07,3.20548327404471e-07,1.8647416366897e-07,5.04895381469498e-07
Salt_Pond_MetaGSF2_A_H2O_MG_DASTool_bins_metabat.28,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,MAG-120531,,9.67809920688879e-06,1.04229479238916e-05,1.24474200382434e-05,1.10108731545207e-05,1.26364739183178e-05,8.33123513803348e-06,8.62011091876004e-07,1.3734762541429e-06,1.14413652911559e-06,7.73604424494695e-07,3.57194235706582e-07,9.00762906636232e-07,8.63212416476475e-06,2.67568569779889e-06,3.02814333298074e-06,2.90370962659211e-06,2.63399324536986e-06,1.13740077297011e-06,1.03650576443258e-06,2.7924789382861e-07,9.86084211759528e-07,1.87200223204211e-06,8.57781152877263e-07,2.66472562442235e-06
Salt_Pond_MetaGSF2_A_H2O_MG_DASTool_bins_metabat.34,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,VMDJ01,VMDJ01 sp008080925,1.65709897393313e-05,1.36705548626572e-05,1.45069351098831e-05,1.29961390989084e-05,1.69574566411469e-05,8.42130254493114e-06,8.4132282567098e-06,4.72893090034011e-06,3.10077581079152e-06,2.85374076591377e-06,3.70589019545579e-06,4.08638782034974e-06,1.19577635798215e-05,6.62800574814236e-06,6.47236742927182e-06,4.86862591526347e-06,6.02693369703274e-06,5.37002332156378e-06,2.19864859122063e-06,1.005292417783e-06,3.96531736218193e-06,2.47463308756252e-06,3.69218844064561e-06,2.80497434149721e-06
Salt_Pond_MetaGSF2_B_D1_MG_DASTool_bins_concoct_out.44,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Yeosuana,,0.0007997957139605,0.0004538658220757,0.004275155838447,0.0032447885114571,0.000939938570605,0.0005525410244654,2.72395505032817e-06,4.31167229148657e-06,3.5484814091411e-06,3.2319473734445e-06,1.25017982497304e-06,4.52578436017229e-06,0.0002127864038846,7.14390593170489e-05,9.86573721004719e-05,6.75494555238796e-05,6.43542586983163e-05,6.112130711141e-05,1.28935035242295e-05,8.93593260251553e-06,5.83258320998189e-06,1.50785933211063e-05,4.86697567176012e-06,4.59174299703093e-05
Salt_Pond_MetaGSF2_B_D1_MG_DASTool_bins_metabat.9,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,UBA11574,JAAXQD01,,0.0004923808112026,0.0026032035074971,0.0033337045278041,0.0030932097801847,0.0054809457336805,0.0046665950030332,3.96525102262962e-07,7.99745666969284e-07,1.24362666208216e-06,5.32927492429679e-07,7.81362390608149e-07,1.07652152256525e-06,1.39386089144728e-05,1.64388533067383e-06,7.48945373958596e-06,6.89685617323645e-05,1.44646408728786e-05,0.0001496521082599,2.63837830946475e-06,1.93611873054503e-06,2.51766181725837e-06,1.12833011246374e-06,2.61063829136558e-06,4.48795894639554e-07
Salt_Pond_MetaGSF2_B_D2_MG_DASTool_bins_concoct_out.42,Bacteria,Planctomycetota,Phycisphaerae,SM23-33,SM23-33,UBA12270,,0.0001255948774922,0.0019604493844645,0.0030768613192646,0.005021344182395,0.0015698802384905,0.0019234119911512,1.30853283746777e-05,1.23091289611794e-05,2.02296603698698e-05,2.60962559196211e-05,2.60751792065805e-05,2.21455856070566e-05,2.27888077949789e-05,2.77711692032983e-05,4.42663700966269e-05,0.0001766896391579,4.80145717863608e-05,9.03208089224131e-05,5.77302301523359e-05,2.91162470631964e-05,4.2254757499653e-05,4.71590699277458e-05,4.0931078925339e-05,7.46964667140707e-05
Salt_Pond_MetaGSF2_B_D2_MG_DASTool_bins_concoct_out.55,Bacteria,Proteobacteria,Gammaproteobacteria,BM003,BM003,BM003,BM003 sp002868855,0.00454201411143,0.0057119284908918,0.0042022056466989,0.0033134272432751,0.0033158837327637,0.0016570601521031,3.87904991344202e-06,4.27690074074878e-06,7.5778317942873e-06,6.25760023369042e-06,5.46953673425704e-06,6.63488775132054e-06,0.0008490739057392,7.78746955052188e-05,0.0003181399747466,0.0001057561611369,8.38413443187221e-05,2.65144901502212e-05,4.28736475288022e-06,2.53184757071273e-06,4.93042105879764e-06,5.20570483704862e-06,8.95075985611057e-06,5.69409791323934e-06
Salt_Pond_MetaGSF2_B_D2_MG_DASTool_bins_metabat.4,Bacteria,Bacteroidota,Rhodothermia,Balneolales,Balneolaceae,,,2.59284893865716e-05,0.0001066439304708,0.001429068602736,0.0053574791181272,0.00025868283234,0.0013521594629028,6.78919935961541e-05,7.72276141886425e-05,5.00601185710139e-05,6.5429743102818e-05,6.40047421106732e-05,0.0001041809195919,2.72593394676782e-06,2.15104144332852e-06,5.7326682944979e-06,3.62417893243827e-06,4.21885358792292e-06,4.66147857774634e-06,2.10756172101292e-05,8.99178218128125e-06,0.000278642221625,4.40305182522782e-05,3.90103950395486e-05,4.96480458445006e-05
Salt_Pond_MetaGSF2_B_H2O_MG_DASTool_bins_concoct_out.14,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Aquiluna,,1.60299779824245e-06,4.08076264556931e-07,3.43252511939948e-07,4.04406025708606e-07,4.03291720797378e-07,3.37752775866222e-07,0.0,0.0,1.49235199449859e-07,1.03147256599293e-07,2.23246397316614e-08,0.0,4.72495217439755e-07,4.54691687207655e-07,1.84924783693481e-07,5.67642483393947e-07,6.47337323014628e-07,3.54272371908722e-07,1.25637062355464e-07,5.58495787657221e-08,4.19610302876395e-08,6.41096654808943e-08,9.32370818344851e-08,5.60994868299442e-08
Salt_Pond_MetaGSF2_B_H2O_MG_DASTool_bins_concoct_out.91,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,RFVC01,,4.32809405525461e-06,2.43145440965171e-06,1.80659216810499e-06,2.09555849685368e-06,2.70781583963954e-06,1.14835943794516e-06,2.41363105725281e-07,4.34644384222437e-07,1.82398577105384e-07,2.92250560364663e-07,3.1254495624326e-07,3.07577577875787e-07,7.3600216562731e-06,1.53895647977976e-05,1.13728741971491e-05,1.0785207184485e-05,6.22783148693383e-06,3.39355640459934e-06,1.5704632794433e-07,2.6063136757337e-07,2.09805151438198e-07,2.56438661923577e-07,2.23768996402764e-07,1.68298460489833e-07
Salt_Pond_MetaGSF2_B_H2O_MG_DASTool_bins_metabat.11,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,OM182,OM182 sp003482475,4.42828141764477e-06,3.92773404636046e-06,4.85973293220243e-06,4.2278811778627e-06,3.37996870763516e-06,2.31923572761473e-06,4.13765324100482e-07,1.3908620295118e-07,1.98980265933146e-07,2.06294513198585e-07,1.33947838389968e-07,8.78793079645105e-08,1.83546219082366e-06,9.79335941678026e-07,2.05728821858997e-06,1.15711736999535e-06,1.40628452930764e-06,5.96669257951532e-07,2.82683390299795e-07,2.23398315062888e-07,2.93727212013477e-07,4.4876765836626e-07,4.84832825539322e-07,5.04895381469498e-07
Salt_Pond_MetaGSF2_B_H2O_MG_DASTool_bins_metabat.19,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina,Planktomarina temperata,5.02940559198568e-06,3.94473722405033e-06,5.96175415474647e-06,5.77197691238646e-06,4.89711375253959e-06,3.1973929448669e-06,8.27530648200964e-07,1.00837497139605e-06,1.55867874980964e-06,1.40967917352367e-06,7.81362390608149e-07,1.51591806238781e-06,6.26964807756598e-06,2.5882449887205e-06,4.11457643717994e-06,1.7247598533893e-06,2.09826580563362e-06,5.96669257951532e-07,1.93166983371526e-06,1.78718652050311e-06,1.17490884805391e-06,2.82082528115935e-06,1.19343464748141e-06,2.38422819027263e-06
Salt_Pond_MetaGSF2_B_H2O_MG_DASTool_bins_metabat.25,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Schleiferiaceae,UBA10364,,1.00187362390153e-06,6.12114396835396e-07,7.22636867241996e-07,2.04041222062069e-06,3.39917307529218e-06,1.68876387933111e-06,1.72402218375201e-07,4.17258608853539e-07,1.01148301849349e-06,6.87648377328618e-08,4.01843515169905e-07,1.31818961946766e-07,6.72397040202728e-07,1.10175293438778e-06,1.66432305324132e-06,2.07407830470865e-06,2.27684161887904e-06,7.83128401061385e-07,9.73687233254849e-07,1.99196830931075e-06,9.65103696615709e-07,4.35945725270081e-07,5.5942249100691e-07,1.96348203904805e-07
Salt_Pond_MetaGSF2_B_H2O_MG_DASTool_bins_metabat.28,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,UBA3478,,3.98745702312809e-06,3.89372769098071e-06,4.10096422159833e-06,4.37493791448401e-06,4.70507007596941e-06,2.38678628278797e-06,7.41329539013363e-07,1.16484694971613e-06,1.32653510622097e-06,7.04839586761834e-07,1.13855662631473e-06,1.18637065752089e-06,4.83398953226826e-06,2.81559083232433e-06,2.1728662083984e-06,1.00429054754314e-06,2.18755371225633e-06,8.76357972616312e-07,2.37139955195939e-06,3.22065904215664e-06,1.25883090862919e-06,1.20526171104081e-06,1.30531914568279e-06,1.34638768391866e-06
Salt_Pond_MetaGSF2_B_H2O_MG_DASTool_bins_metabat.39,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,D2472,,3.60674504604551e-07,5.10095330696163e-07,3.61318433620998e-07,1.72791665530041e-06,1.68998435381758e-06,1.19339314139398e-06,6.89608873500803e-08,6.95431014755899e-08,4.97450664832864e-07,3.43824188664309e-08,0.0,4.39396539822552e-08,3.4528496659059e-07,2.97298410866544e-07,5.31658753118756e-07,7.85966515468542e-07,1.67414824917576e-06,4.84793772085619e-07,0.0,3.35097472594332e-07,2.93727212013477e-07,2.56438661923577e-08,0.0,5.60994868299442e-08
Salt_Pond_MetaGSF2_B_H2O_MG_DASTool_bins_metabat.8,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp003486095,2.20412197258337e-06,1.98937178971504e-06,4.57067818530563e-06,3.84185724423175e-06,4.20575651688694e-06,2.20665146899265e-06,2.56879305379049e-06,3.4597692984106e-06,3.64797154210767e-06,3.48981551494274e-06,2.76825532672601e-06,4.35002574424327e-06,4.67043349546219e-06,2.04611259243445e-06,3.35176170444433e-06,2.22690512716087e-06,1.76343615579847e-06,5.78023343640546e-07,2.85824316858681e-06,8.0051062897535e-07,2.53864233240219e-06,3.8209360626613e-06,1.8647416366897e-06,2.30007896002771e-06
Salt_Pond_MetaGSF2_C_D1_MG_DASTool_bins_concoct_out.13,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,,0.0007782955059916,0.0011992341224666,0.0012885699298225,0.0011481270890788,0.0032063036109127,0.0014029574803931,3.8618096916045e-06,4.53768737128224e-06,4.46047429466802e-06,4.65881775640139e-06,3.48264379813918e-06,9.09550837432683e-06,0.0002898031243273,3.72497420673964e-06,1.02170942990648e-05,1.85138779199256e-05,9.15201042882749e-06,3.00199220406864e-06,6.84721989837281e-06,5.26847693023312e-06,3.3988434532988e-06,6.82126840716715e-06,2.89034953686904e-06,5.63799842640939e-06
Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_concoct_out.13,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,UBA11386,,,8.22337870498376e-05,0.0004866819550172,0.0002978347848337,0.0004919783123665,0.0001895663131424,0.0053564212724624,4.36177612489258e-06,1.94720684131652e-06,9.21941898823576e-06,3.04284406967913e-06,8.14849350205641e-06,1.41046289283039e-05,5.86984443204003e-05,3.2965147322555e-05,6.37528191783274e-05,0.0002836684148745,0.000461707765146,0.0004397079512816,1.537483550575e-05,1.49490705829583e-05,1.76236327208086e-05,1.09627527972329e-05,8.05568387049951e-06,1.29028819708872e-05
Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_concoct_out.15,Bacteria,Bacteroidota,Rhodothermia,Balneolales,Balneolaceae,,,4.34813152773264e-06,2.30903153028463e-05,5.11807561224144e-05,0.0001610822728765,1.60932600965811e-05,0.0072308365942613,2.572241098158e-05,2.11237170732104e-05,1.06620259162511e-05,1.68301940351179e-05,1.36850041555084e-05,2.09592149495357e-05,1.01768200679332e-06,7.69478239889878e-07,3.49045529221444e-06,1.59376543414454e-06,2.54470533874716e-06,2.9274085468247e-06,5.08830102539631e-06,1.99196830931075e-06,1.29869388740244e-05,8.38554424490097e-06,6.71306989208293e-06,5.8343466303142e-06
Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_concoct_out.17,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA10428,,,4.38019148369749e-05,0.0025889378414153,0.0008712471389903,0.001852326654482,0.0016355207671422,0.0070841618221284,1.4981752776805e-05,1.79073486299644e-05,1.68138324713508e-05,1.60565896106232e-05,1.22115779332188e-05,1.09409738415816e-05,4.79764374631136e-06,1.41653948707e-06,1.3800011983126e-05,0.0016344828661264,8.34841926922313e-06,4.95421943242881e-05,1.74478470346151e-05,4.56104893253397e-06,0.0002841181360776,1.74634728769956e-05,2.87729634541221e-05,3.06583695525645e-05
Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_concoct_out.24,Bacteria,Bacteroidota,Rhodothermia,Balneolales,,,,0.0001316261567081,0.0048837037056181,0.0005976026232874,0.0014423692369659,0.0007869373734816,0.0115223233644175,1.96538528947729e-06,2.12106459500549e-06,5.67093757909466e-06,3.79925728474061e-06,3.10312492270093e-06,4.96518089999484e-06,1.61738747508224e-06,4.01702617506148e-05,8.09045928658977e-07,1.31212743276832e-05,6.33944137021222e-06,2.28039532023351e-05,1.41027602494009e-05,4.37488366998156e-06,5.51367937979583e-05,9.34975361373362e-05,4.344848013487e-06,2.57777141983594e-05
Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_concoct_out.26,Bacteria,Bacteroidota,Rhodothermia,Balneolales,Balneolaceae,SMO-BIN1,,4.35013527498045e-05,0.0013658992701828,0.0002123107115956,0.0003724028034013,0.0002086362502258,0.031203200130994,1.48438310021048e-05,1.42563358024959e-05,8.8048767675417e-06,1.19306993466515e-05,1.53147028559197e-05,1.34675039455612e-05,1.81728929784521e-07,5.77108679917408e-07,1.15577989808425e-06,1.09162016037297e-06,1.51789441258602e-06,1.79000777385459e-06,5.87353266511796e-06,1.88026915177931e-06,2.76313384444106e-05,3.59783442678779e-05,6.69442247571603e-06,1.12759968528188e-05
Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_concoct_out.3,Bacteria,Proteobacteria,Gammaproteobacteria,Nevskiales,,,,2.85133233362376e-05,0.0017601689544555,0.0003649316179572,0.000997173348937,0.0001747021325758,0.0091945987837027,1.42921439033041e-05,1.07791807287164e-05,1.6382708561829e-05,1.25323916768141e-05,1.99582279201053e-05,1.60379737035232e-05,1.92087478782239e-05,2.93101256830781e-05,3.80713898428953e-05,0.0001398147101405,8.03367939837808e-05,0.0001104956882068,1.09461290577198e-05,4.28180103870536e-06,3.22680322911948e-05,7.53545008062432e-05,2.11275227436943e-05,1.4052921450901e-05
Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_concoct_out.32,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,GCA-2748055,,,1.42065679869237e-05,0.0002517320456985,0.0002794798084058,0.0008685722327616,0.000167692538381,0.005192138322281,6.79264740398291e-06,5.98070672690073e-06,7.32910646187087e-06,5.69029032239431e-06,6.60809336057178e-06,5.16290934291499e-06,3.68909727462578e-06,1.15421735983482e-06,2.36934879107272e-05,0.0008262691317895,9.62077193859671e-06,6.17366222836725e-05,1.26736386651075e-05,5.04507861517023e-06,1.67844121150558e-05,1.19885074449272e-05,9.45424009801679e-06,1.83725819368067e-05
Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_concoct_out.39,Bacteria,Proteobacteria,Gammaproteobacteria,SLND01,,,,3.21200683822831e-05,0.0011299631765581,0.0004559838632297,0.0004218322489982,0.0001891822257892,0.0052643498657612,2.86187682502833e-06,2.59048052996572e-06,4.2946574063904e-06,3.5585803526756e-06,4.15238299008902e-06,3.14168525973125e-06,9.55894170666581e-06,0.0001477398220588,3.36100794362901e-05,0.0006430952688789,8.46449354783265e-05,0.0003822785352038,1.41655787805786e-05,1.10954496481235e-05,7.20051279735894e-05,0.0002980201909544,5.38910333003324e-06,1.48102645231053e-05
Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_concoct_out.42,Bacteria,Desulfobacterota_F,Desulfuromonadia,Desulfuromonadales,Trichloromonadaceae,DDH964,,5.11356297639341e-05,0.0001193283010275,0.000512494066248,0.0014052741751532,0.0002833988535146,0.0045244010843935,2.73085113906318e-05,2.63916070099864e-05,5.52501871741035e-05,4.15511532000817e-05,6.3759171073625e-05,6.39541663711725e-05,5.77171080995639e-05,0.0001957622594847,0.0001173810064494,0.00026941185558,0.000208420296034,0.0003388708466878,2.42008391362213e-05,1.1523629751994e-05,8.40269631509981e-05,4.43382446465865e-05,3.74626594810961e-05,3.27621003086874e-05
Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_concoct_out.8,Bacteria,Proteobacteria,Gammaproteobacteria,UBA5335,UBA5335,,,4.74487348279765e-05,0.0021194631022202,0.0003008698596762,0.0007122876859173,0.0002150697133909,0.0148873542703727,1.78263893799958e-05,1.50213099187274e-05,2.16556856090574e-05,2.12483348594543e-05,3.07856781899611e-05,2.02561804858197e-05,2.68231900361953e-05,0.0001088287065189,5.51538167365806e-05,0.000305195164437,8.04260818904036e-05,0.0001224663651945,1.26108201339297e-05,6.03175450669798e-06,3.94014074400935e-05,0.0001131663815068,2.96680394397332e-05,1.47541650362753e-05
Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_metabat.11,Bacteria,Proteobacteria,Gammaproteobacteria,UBA5335,UBA5335,,,4.88713953739167e-05,0.0024545447249545,0.0002160684233053,0.0005923996813868,0.000184438746978,0.0110659067799637,1.35335741424533e-05,1.27437733454018e-05,1.6382708561829e-05,1.6194119286089e-05,2.6901190876652e-05,1.57084262986562e-05,1.98993178114051e-05,0.000399149348801,5.12935118769792e-05,0.0012016991373449,0.0003676652774956,0.0032403429267059,1.17470653302359e-05,5.84558924414558e-06,3.29603892909408e-05,0.0001109610090143,2.66658054046627e-05,1.85969798841265e-05
Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_metabat.16,Bacteria,Deinococcota,Deinococci,Deinococcales,Trueperaceae,JAAYYF01,,6.69852704940563e-05,0.0041573109515291,0.0005054844886357,0.0013416537544724,0.0001438791224863,0.0056334460992278,2.03262215464362e-05,2.03065856308722e-05,2.75090217652574e-05,3.30586957400733e-05,2.05163439133968e-05,4.44669298300423e-05,1.38840902355374e-05,3.81241491581803e-05,5.20794422076764e-05,0.0006652769905377,0.0033159965981307,0.0031366343513082,2.299158241105e-05,1.09651339643368e-05,9.30276041476968e-05,0.000110922543215,1.45636321825466e-05,3.93818397546208e-05
Salt_Pond_MetaGSF2_C_D2_MG_DASTool_bins_metabat.19,Bacteria,Proteobacteria,Gammaproteobacteria,SLND01,,,,0.0001141334432348,0.0067520638797143,0.0004249285438599,0.0010808118678904,0.000305714328732,0.0230746616921837,5.68927320638163e-06,5.21573261066924e-06,7.39543321718192e-06,5.63871669409467e-06,1.05149053136125e-05,7.07428429114309e-06,1.32480389812916e-05,2.01113630880309e-05,2.24683612187579e-05,5.05856782316836e-05,4.18760282060497e-05,7.73432525619673e-05,1.13230402447862e-05,6.77641555690761e-06,2.41275924153927e-05,0.0002175882046421,1.09273859910017e-05,1.98031188509703e-05
Salt_Pond_MetaGSF2_C_H2O_MG_DASTool_bins_metabat.13,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,,6.99307789483268e-06,6.44420434446153e-06,1.36397708691927e-05,1.23895300603455e-05,1.0658424049645e-05,6.57492070352912e-06,3.44804436750402e-05,3.80574622825166e-05,4.14044770029221e-05,4.55738962074542e-05,3.5272930776025e-05,5.57594209034819e-05,1.74641501522925e-05,8.37681992971026e-06,1.08874466399537e-05,7.7068383322332e-06,7.72340392286418e-06,4.12074706272776e-06,3.21002694318211e-05,9.06624828630222e-06,3.07993962311274e-05,4.88387431633453e-05,2.97985713543014e-05,4.10087248726892e-05
