"SF2_A_D1"	"SF2_A_D2"	"SF2_B_D1"	"SF2_B_D2"	"SF2_C_D1"	"SF2_C_D2"	"R1_A_D1"	"R1_A_D2"	"R1_B_D1"	"R1_B_D2"	"R1_C_D1"	"R1_C_D2"	"R2A_A_D1"	"R2A_A_D2"	"R2A_B_D1"	"R2A_B_D2"	"R2A_C_D1"	"R2A_C_D2"	"R2_A_D1"	"R2_A_D2"	"R2_B_D1"	"R2_B_D2"	"R2_C_D1"	"R2_C_D2"
"Salt_Pond_MetaG_R2A_A_D2_MG_DASTool_bins_concoct_out.25"	0.0001426467665711	0.000104093453817397	0.000188662420115204	0.00015336179420395	0.00011933594062071	6.00749604007387e-05	4.05145213181722e-06	5.68514854562947e-06	3.81378843038529e-06	8.59560471660773e-06	1.9645682963862e-06	5.62427570972867e-06	0.00201117589303232	0.00393855688273452	0.00221729438768075	0.000555831153258711	0.000786246983742904	0.00027211847345452	1.16999514318526e-05	7.13012955575719e-06	6.6927843308785e-06	1.32578788214489e-05	6.71306989208293e-06	2.95083300725507e-05
"Salt_Pond_MetaG_R2A_A_D2_MG_DASTool_bins_concoct_out.37"	1.45472050190502e-05	5.05674504496796e-05	1.78671965425584e-05	1.72056381846934e-05	2.10863956874057e-05	3.82561310797808e-05	1.67230151823945e-06	1.58210555856967e-06	5.02425171481193e-06	3.59296277154203e-06	5.11234249855046e-06	5.84397397963995e-06	0.0107998958765924	0.00311897511654273	0.00063198044827247	0.000267665263323453	0.000728589318041291	0.000169957508944632	5.52803074364043e-06	2.88556156956231e-06	8.79083584526048e-06	9.6420936883265e-06	4.43808509532149e-06	3.05742203223196e-06
"Salt_Pond_MetaG_R2A_A_D2_MG_DASTool_bins_concoct_out.51"	5.19371286630554e-05	7.33687117317981e-05	5.04942510985345e-05	4.4411134459636e-05	4.32290315959475e-05	2.27195033899345e-05	2.94807793421593e-06	2.7295667329169e-06	3.79720674155753e-06	9.14572341847062e-06	3.57194235706582e-06	3.82274989645621e-06	0.00440272860899661	0.00423758661964082	0.00599720319757142	0.000326481757564349	0.000882901142661985	8.12588945672742e-05	2.02589763048186e-06	1.07975852280396e-06	1.72040224179322e-06	3.14137360856382e-06	2.08851063309247e-06	2.66472562442235e-06
"Salt_Pond_MetaG_R2A_A_D2_MG_DASTool_bins_concoct_out.59"	4.78895592224932e-06	4.06375946787943e-06	4.46228265521933e-06	5.93741574108544e-06	5.31960984099398e-06	4.36826923453647e-06	2.77567571584073e-05	1.79942775068089e-05	2.76582569647073e-05	2.45490470706317e-05	2.97587447623046e-05	3.00986629778448e-05	0.00121231369059254	0.00647912919686548	0.00208051939454146	0.000173261951854398	0.000613698104194523	0.000224496808304264	1.10089475888976e-05	5.9945214541875e-06	1.88405025991501e-05	2.07715316158098e-05	1.3575319115101e-05	1.78115870685073e-05
"Salt_Pond_MetaG_R2A_A_D2_MG_DASTool_bins_metabat.16"	2.63292388361322e-05	1.66801173137645e-05	5.69076532953072e-06	6.96681289743462e-06	3.68339771661605e-05	3.12984238969366e-06	4.82726211450562e-07	0	5.30614042488389e-07	2.73340229988126e-06	8.92985589266456e-08	2.19698269911276e-07	0.00130077933361165	0.00381549282877759	0.000798851949957874	0.000458567796969479	0.000347821040248756	9.86928244480455e-05	3.76911187066393e-07	2.97864420083851e-07	8.3922060575279e-08	2.30794795731219e-07	2.98358661870352e-07	2.24397947319777e-07
"Salt_Pond_MetaG_R2A_A_D2_MG_DASTool_bins_metabat.7"	1.4406942711704e-05	1.48777804786381e-05	1.49405172302283e-05	1.37130406899373e-05	1.68998435381758e-05	8.39878569320672e-06	2.79291593767825e-06	2.43400855164565e-06	3.34950114320795e-06	6.96243982045226e-06	1.49575086202131e-06	2.85607750884659e-06	0.000390317395391194	0.00456221899616527	0.00374049671536599	0.00135535559111908	0.000441350122436042	6.00211981670619e-05	3.36079141800867e-06	9.86675891527757e-07	2.81138902927185e-06	6.57765167833975e-06	2.40551671132972e-06	1.2061389668438e-05
"Salt_Pond_MetaG_R2A_A_H2O_MG_DASTool_bins_concoct_out.62"	1.58296032576442e-06	4.59085797626547e-07	1.80659216810499e-07	4.2278811778627e-07	9.60218382850899e-07	5.85438144834785e-07	0	1.04314652213385e-07	2.15561954760908e-07	1.03147256599293e-07	8.92985589266456e-08	4.39396539822552e-08	6.9056993318118e-07	4.89667970839013e-07	4.62311959233701e-07	3.71150854526811e-07	5.80371393047597e-07	5.96669257951532e-07	1.38200768591011e-06	1.11699157531444e-07	2.30785666582017e-07	6.02630855520406e-07	1.8647416366897e-07	3.36596920979665e-07
"Salt_Pond_MetaG_R2A_A_H2O_MG_DASTool_bins_concoct_out.78"	3.30618295887505e-06	2.39744805427197e-06	5.04039214901293e-06	4.11758862539671e-06	4.32098272282905e-06	3.039774982796e-06	1.08613397576377e-06	1.70380598615195e-06	1.16071821794335e-06	1.117428613159e-06	4.46492794633228e-07	1.09849134955638e-06	6.21512939863062e-06	2.69317383961457e-06	2.56583137374704e-06	2.09591070791611e-06	2.99114487186069e-06	1.28656808745799e-06	1.42912158429341e-06	4.09563577615295e-07	1.07000627233481e-06	2.34641375660073e-06	1.10019756564692e-06	2.97327280198704e-06
"Salt_Pond_MetaG_R2A_A_H2O_MG_DASTool_bins_metabat.16"	6.21161646818949e-06	6.90329014208807e-06	7.22636867241996e-06	7.02195917366761e-06	8.46912613674493e-06	3.89541534832376e-06	4.75830122715554e-06	5.30266148751373e-06	6.46685864282724e-06	6.46389474688901e-06	5.04536857935548e-06	6.08564207654235e-06	8.30501209115261e-06	7.72975868253014e-06	1.14653365889958e-05	5.45810080186487e-06	7.79036985283121e-06	4.30720620583762e-06	6.61165040645631e-06	2.56908062322322e-06	4.28002508933923e-06	8.1291055829774e-06	5.38910333003324e-06	8.10637584692694e-06
"Salt_Pond_MetaG_R2A_A_H2O_MG_DASTool_bins_metabat.20"	3.70693240843566e-06	3.28161329414532e-06	2.98087707737324e-06	2.05879431269836e-06	3.49519491357727e-06	1.93644924829967e-06	1.01717308841368e-06	1.23439005119172e-06	1.65816888277622e-06	7.04839586761834e-07	1.2725044647047e-06	1.25228013849427e-06	3.416503879949e-06	1.05278613730388e-05	5.24724073730251e-06	1.08070395876924e-05	3.70544812484235e-06	2.61042800353795e-06	1.39771231870454e-06	3.2951251471776e-06	1.13294781776627e-06	4.15430632316195e-06	7.64544071042778e-07	5.46969996591956e-06
"Salt_Pond_MetaG_R2A_A_H2O_MG_DASTool_bins_metabat.22"	8.23540118847058e-06	7.10732827436654e-06	1.61689999045397e-05	1.59556559234123e-05	1.13881900206117e-05	8.89415643114385e-06	2.98255837789097e-06	2.97296758808147e-06	6.05231642213319e-06	4.24622873000422e-06	6.27322376459685e-06	4.15229730132312e-06	2.9022110086588e-05	2.79285624796394e-05	3.20844499708189e-05	1.47368721650352e-05	2.09603360796805e-05	1.69304901943747e-05	6.28185311777322e-06	2.01058483556599e-06	5.0982651799482e-06	7.14181673457162e-06	6.11635256834222e-06	8.2466245640018e-06
"Salt_Pond_MetaG_R2A_A_H2O_MG_DASTool_bins_metabat.49"	1.92359735789094e-06	1.05419701677207e-06	7.04570945560946e-07	1.80144502361106e-06	4.76268317894046e-06	1.95896610002409e-06	3.44804436750402e-08	0	7.13012619593772e-07	6.87648377328618e-08	8.92985589266456e-08	0	1.05402779275022e-06	1.53895647977976e-06	2.21909740432177e-06	1.70292745018184e-06	3.21436463841746e-06	1.02552528710419e-06	3.76911187066393e-07	4.46796630125777e-07	3.77649272588756e-07	2.43616728827398e-07	7.45896654675881e-08	1.40248717074861e-07
"Salt_Pond_MetaG_R2A_B_D1_MG_DASTool_bins_concoct_out.4"	3.92133336395059e-05	3.67948765208832e-05	3.53550087298147e-05	3.20399864913682e-05	3.76981737107263e-05	2.28771213520054e-05	7.06849095338323e-06	7.02385324903458e-06	1.4641631234914e-05	1.46469104370996e-05	1.78820364250608e-05	1.67410081672392e-05	0.00197841016699217	0.00147596419295968	0.00647250612285959	0.000319888371795696	0.000796224907307992	0.000206522146908474	9.2657333487155e-06	4.31903409121584e-06	1.81901066296917e-05	1.74762948100918e-05	2.28057902167151e-05	1.13040465962338e-05
"Salt_Pond_MetaG_R2A_B_D2_MG_DASTool_bins_concoct_out.11"	7.61423954165163e-06	1.86014763927201e-05	8.94263123211971e-06	8.34546980325941e-06	7.72015579812123e-06	7.11982851525996e-05	2.06882662050241e-07	4.17258608853539e-07	5.63777420143913e-07	5.84501120729325e-07	5.35791353559874e-07	3.51517231858042e-07	3.30746652207828e-06	5.98094450096223e-06	0.000363539009143421	0.00394548641044246	0.00336619872362937	0.0264328023996248	1.31918915473238e-06	5.77112313912461e-07	1.44765554492356e-06	7.43672119578374e-07	3.35653494604146e-07	7.85392815619219e-07
"Salt_Pond_MetaG_R2A_B_D2_MG_DASTool_bins_concoct_out.37"	3.56667010108945e-06	5.13495966234138e-06	4.42615081185723e-06	3.49259749475614e-06	3.14951629575095e-06	4.39078608626089e-06	5.17206655125602e-07	4.69415934960232e-07	6.46685864282724e-07	5.50118701862894e-07	8.70660949534795e-07	5.27275847787063e-07	6.70579750904883e-06	8.6688718980321e-05	0.000414185284277473	0.00199853818961084	0.000386549669746355	0.000372247033304512	8.32345538104951e-07	6.70194945188665e-07	9.65103696615709e-07	6.28274721712764e-07	4.47537992805528e-07	3.36596920979665e-07
"Salt_Pond_MetaG_R2A_B_D2_MG_DASTool_bins_concoct_out.47"	4.86910581216144e-06	6.93729649746782e-06	6.93731392552317e-06	7.0771054499006e-06	7.52811212155105e-06	7.88089810354518e-06	1.10337419760129e-06	6.60659464018104e-07	8.62247819043632e-07	5.84501120729325e-07	1.04925806738809e-06	8.34853425662849e-07	1.85363508380212e-06	2.69317383961457e-06	3.50432465099146e-05	0.00320899212064202	1.59602133088089e-05	5.81938985645853e-05	8.48050170899385e-07	5.58495787657221e-07	1.30079193891682e-06	9.36001116021057e-07	8.95075985611057e-07	1.2061389668438e-06
"Salt_Pond_MetaG_R2A_B_D2_MG_DASTool_bins_concoct_out.54"	1.32447693079782e-05	0.000207812837725617	2.07938758548884e-05	2.50180273177006e-05	2.01069729368978e-05	0.000230662629064905	2.87911704686585e-06	1.89504951520982e-06	3.44899127617453e-06	2.71621109044804e-06	4.62120042445391e-06	3.38335335663365e-06	1.09219086800497e-05	7.60559287563882e-05	7.3322676734465e-05	0.00248581559679813	0.000106274930857677	0.000361040838803609	1.21082718845079e-05	1.03135555454033e-05	1.97007037200467e-05	0.000102819081498258	3.28194528057387e-06	8.49907225473655e-06
"Salt_Pond_MetaG_R2A_B_D2_MG_DASTool_bins_metabat.6"	0.000573672837046016	0.00240606866536073	0.00299831069179545	0.00527869347148235	0.00393881580645439	0.0137136408573859	3.91353035711706e-06	5.12880373382475e-06	4.60970949411788e-06	5.58714306579502e-06	3.14777420216426e-06	3.75684041548282e-06	0.000116015748774438	1.29936893690495e-05	0.000366220418506976	0.00528748057079858	0.000252573165858983	0.00139995389238309	7.00426622631714e-06	3.7046887247929e-06	3.88139530160665e-06	4.38510111889317e-06	3.65489360791182e-06	3.05742203223196e-06
"Salt_Pond_MetaG_R2A_B_H2O_MG_DASTool_bins_concoct_out.59"	3.56667010108945e-06	3.40063553797442e-06	5.72689717289282e-06	4.19111699370737e-06	5.01233995848169e-06	2.94970757589834e-06	9.65452422901125e-07	1.46040513098739e-06	1.32653510622097e-06	1.16900224145865e-06	4.01843515169905e-07	1.16440083052976e-06	7.85068976669131e-06	2.90303154140272e-06	3.37487730240602e-06	2.51072636885784e-06	3.41526242831855e-06	1.62219454505573e-06	1.88455593533197e-06	5.77112313912461e-07	1.23785039348537e-06	2.44898922137016e-06	1.06290273291313e-06	4.6282076634704e-06
"Salt_Pond_MetaG_R2A_B_H2O_MG_DASTool_bins_concoct_out.69"	5.4301550415463e-06	1.71732094667708e-06	1.33687820439769e-06	1.54409573452377e-06	4.43620892877115e-06	1.73379758277994e-06	7.24089317175843e-07	1.23439005119172e-06	7.13012619593772e-07	8.76751681093988e-07	9.15310228998117e-07	5.93185328760446e-07	3.36198520101364e-06	1.46900391251704e-06	1.77990104304975e-06	1.79025706301168e-06	2.4107734788131e-06	8.57712058305327e-07	4.96266396304084e-06	5.21262735146739e-07	9.02162151184249e-07	2.75671561567845e-06	4.66185409172425e-07	3.75866561760626e-06
"Salt_Pond_MetaG_R2A_B_H2O_MG_DASTool_bins_concoct_out.80"	2.20412197258337e-06	2.14240038892389e-06	1.73432848138079e-06	2.15070477308668e-06	2.57338526604041e-06	1.46359536208696e-06	7.06849095338323e-07	1.00837497139605e-06	8.29084441388108e-07	7.04839586761834e-07	1.78597117853291e-07	3.29547404866914e-07	2.81679841166008e-06	1.76630232338358e-06	2.14975061043671e-06	1.44093861169233e-06	1.76343615579847e-06	1.00687937279321e-06	5.02548249421858e-07	4.46796630125777e-07	5.45493393739314e-07	5.51343123135691e-07	5.22127658273116e-07	7.01243585374303e-07
"Salt_Pond_MetaG_R2A_B_H2O_MG_DASTool_bins_maxbin.029"	5.47022998650236e-06	2.55047665348082e-06	1.82465808978604e-06	2.15070477308668e-06	5.83812776773347e-06	8.10606662078933e-07	3.79284880425442e-07	6.08502137911411e-07	6.63267553110486e-07	3.7820660753074e-07	3.10312492270093e-06	4.17426712831425e-07	1.92632665571592e-06	2.99047225048112e-06	2.6351781676321e-06	3.01287164262941e-06	2.36612952550174e-06	1.56625680212277e-06	1.8060327713598e-06	4.46796630125777e-07	1.15392833291009e-06	1.03857658079049e-06	1.15613981474762e-06	1.48663640099352e-06
"Salt_Pond_MetaG_R2A_B_H2O_MG_DASTool_bins_metabat.10"	2.40449669736367e-06	8.16152529113861e-07	5.78109493793597e-07	8.45576235572539e-07	2.57338526604041e-06	6.079549965592e-07	1.0344133102512e-06	1.25177582656062e-06	3.13393918844705e-06	6.70457167895403e-07	8.26011670071472e-07	2.63637923893531e-07	5.23379317779421e-06	9.33866772957261e-06	6.14874905780823e-06	9.23510655675536e-06	1.06922268180692e-05	3.99022566255087e-06	2.16723932563176e-06	9.12209786506794e-07	1.3847139994921e-06	9.87288848405772e-07	5.5942249100691e-07	1.48663640099352e-06
"Salt_Pond_MetaG_R2A_B_H2O_MG_DASTool_bins_metabat.42"	2.74513372949019e-06	1.56429234746823e-06	1.64399887297554e-06	2.09555849685368e-06	3.36076433997815e-06	1.32849425174047e-06	1.32749708148905e-06	1.25177582656062e-06	1.47577030567083e-06	7.39222005628264e-07	1.07158270711975e-06	8.78793079645105e-07	1.56286879614688e-06	3.53260464676717e-06	2.4733689819003e-06	3.97349738375763e-06	5.15637660746134e-06	1.16723423586768e-05	2.12012542724846e-06	8.56360207741072e-07	1.279811423773e-06	1.06422044698285e-06	1.10019756564692e-06	9.2564153269408e-07
"Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_concoct_out.10"	1.60500154549025e-05	1.35855389742078e-05	1.14176625024235e-05	9.39324905168625e-06	1.26556782859748e-05	6.41730274145822e-06	1.41369819067665e-06	1.47779090635628e-06	2.50383501299208e-06	1.59878247728904e-06	2.72360604726269e-06	1.31818961946766e-06	5.49003096879038e-05	0.000120755619237264	9.56985755613762e-05	0.000113703155904449	0.00357917270290119	0.000551471561661703	1.58616791223774e-06	9.68059365272516e-07	2.43373975668309e-06	2.4874550206587e-06	2.08851063309247e-06	1.06589024976894e-06
"Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_concoct_out.15"	7.53408965173951e-06	7.82146173734117e-06	5.70883125121177e-06	5.11022159759056e-06	6.2990325915019e-06	4.72853886212711e-06	1.06889375392625e-06	8.17131442338181e-07	1.37628017270426e-06	1.63316489615547e-06	2.67895676779937e-07	9.66672387609615e-07	1.60284916069948e-05	0.000434003215439707	0.000665567412110798	0.000723198356247095	0.00542057952315793	0.00495884361917793	1.6175771778266e-06	7.44661050209628e-07	9.23142666328069e-07	2.19255055944658e-06	9.88313067445542e-07	1.54273588782347e-06
"Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_concoct_out.52"	3.05571455289967e-05	1.76152920867075e-05	7.53348934099781e-06	7.13225172613359e-06	4.31906228606334e-05	3.21990979659132e-06	1.0344133102512e-07	3.47715507377949e-08	2.3214364358867e-07	7.39222005628264e-07	4.46492794633228e-08	4.39396539822552e-08	0.000164501027240949	0.000914122660847359	0.000445714959897211	0.000869300798511414	0.00311590239938927	0.00121412871035981	3.14092655888661e-07	1.86165262552407e-07	2.51766181725837e-07	0	7.45896654675881e-08	0
"Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_concoct_out.8"	1.34050690878025e-05	1.63230505822772e-05	3.04230121108881e-05	6.30321937343095e-05	1.26556782859748e-05	3.52163560969848e-05	1.21026357299391e-05	1.23960578380239e-05	8.52298805746975e-06	1.10367564561243e-05	1.61630391657229e-05	1.00182411079542e-05	2.88040353708466e-05	0.000103844586101502	0.000400107885118807	0.00552890328546666	0.0105969789436794	0.0162814259172093	5.99916972747342e-06	3.33235819968808e-06	8.1824009060897e-06	7.61622825913024e-06	7.58949846132709e-06	5.89044611714414e-06
"Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_maxbin.009"	3.9914645176237e-05	4.08586359887627e-05	4.20755315951652e-05	4.52199465110532e-05	4.19807476982413e-05	3.75130749728751e-05	7.18917250624587e-06	6.43273688649206e-06	1.23036131101995e-05	8.0111035958784e-06	1.41314969501417e-05	1.16659781322888e-05	8.83384327682557e-05	0.00104927102079893	0.00210113850792329	0.000373530586476424	0.0268818654029452	0.000772090019789282	8.21352295148848e-06	2.84832851705183e-06	1.29030168134491e-05	1.0039573614308e-05	1.32583130368638e-05	7.01243585374303e-06
"Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_metabat.16"	4.62865614242507e-06	7.03931556360705e-06	4.55261226362458e-06	5.18374996590122e-06	4.93552248785362e-06	1.75631443450436e-05	4.75830122715554e-06	4.29428651611767e-06	3.03444905548047e-06	3.7820660753074e-06	3.83983803384576e-06	3.51517231858042e-06	8.99558202433379e-06	0.000122556897844279	0.000250203232337279	0.000771207810900299	0.00366832667766396	0.00185431753231318	2.68549220784805e-06	1.1914576803354e-06	5.81160269483807e-06	2.94904461212114e-06	3.02088145143732e-06	3.73061587419129e-06
"Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_metabat.17"	3.04569581666065e-05	0.000226125260097609	2.49309719198489e-05	2.96686966133495e-05	2.69245234551392e-05	0.000145526412694893	1.7136780506495e-05	1.2882859548353e-05	1.13584568470171e-05	1.01256223561639e-05	1.34394331184602e-05	1.14682496893686e-05	2.55329146347252e-05	0.000111329510798613	0.000158434308429389	0.00117536925907679	0.00387688090555795	0.00716743352339984	1.40870556166064e-05	7.57692618588296e-06	2.51766181725837e-05	4.80437833113822e-05	1.55332978336252e-05	1.39126727338262e-05
"Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_metabat.18"	5.06948053694175e-05	5.97321632245207e-05	4.53635293411163e-05	3.5440673525736e-05	3.97914497853413e-05	2.41830987520215e-05	2.65499416297809e-06	1.87766373984093e-06	3.73087998624648e-06	5.05421557336534e-06	3.63891627626081e-06	3.93259903141184e-06	0.000223999078852401	0.000980122908059732	0.000740207677929079	0.00038689201723939	0.00223172890405791	0.00024789743076455	2.62267367667032e-06	7.63277576464868e-07	3.48276551387408e-06	3.51320966835301e-06	3.37518236240836e-06	2.49642716393252e-06
"Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_metabat.4"	0.000567581445412695	0.000285398337524503	0.000271115286667516	0.000196192068744907	0.000338822658572768	5.24867813696109e-05	8.36150759119724e-06	7.19771100272355e-06	8.52298805746975e-06	8.93942890527204e-06	8.97450517212788e-06	9.31520664423811e-06	0.00161518855503185	0.00301373147909597	0.00325469930860322	0.00251245112871123	0.014830832899915	0.0136847399525186	4.80561763509651e-06	2.99726072709375e-06	8.01455678493915e-06	9.11639443138317e-06	1.00323100053906e-05	4.15136202541587e-06
"Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_metabat.5"	8.54798575912786e-05	0.000110809709004897	9.07812564472758e-05	0.000111009454057012	9.55033203583504e-05	0.000137240211260308	4.41004874603764e-05	4.31688802409724e-05	0.000119338414493404	5.84673032823658e-05	0.000128924794450345	8.27603382755777e-05	0.000466479989863887	0.0010190165354578	0.00200872234727247	0.0036816199852771	0.00990964063849782	0.00616379853969674	5.57828556858262e-05	2.41828676055577e-05	0.000133540978890413	9.33180290739897e-05	0.000171145987415381	4.81894591869221e-05
"Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.10"	1.36655562300169e-05	5.37810510330655e-05	1.87162948615677e-05	1.95953101547897e-05	2.11440087903768e-05	3.87064681142691e-05	1.77574284926457e-06	1.13007539897834e-06	4.69261793825669e-06	2.5614902055491e-06	3.70589019545579e-06	4.54775418716342e-06	0.00163452451316092	0.000451981025226225	0.00119817390474598	0.00058471542270218	0.00286225777865082	0.00421880592608924	5.38668904849054e-06	3.59298956726145e-06	1.22526208439907e-05	9.79595688548065e-06	4.60591184262356e-06	3.1135215190619e-06
"Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.16"	8.77641294537741e-06	1.45547201025305e-05	1.00988502197069e-05	7.90429959339548e-06	1.25788608153468e-05	1.13484932691051e-05	2.72395505032817e-06	1.21700427582282e-06	3.25001101024138e-06	2.83654955648055e-06	2.85755388565266e-06	3.36138352964253e-06	2.69685731800229e-05	4.60637655424986e-05	6.8699557142128e-05	0.000652919850322283	0.000440814394996306	0.00258715790247784	3.64347480830847e-06	1.93611873054503e-06	5.26610930109876e-06	6.69304907620536e-06	3.71083585701251e-06	2.88912357174213e-06
"Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.21"	1.00187362390153e-05	0.000103158279044454	2.68640255397212e-05	5.9668270884097e-05	1.41536189632223e-05	0.000159621961874377	1.87918418028969e-05	1.69163594339372e-05	1.70625578037673e-05	2.49100624687292e-05	1.60290913273329e-05	1.75758615929021e-05	1.66463699682621e-05	0.000327745265767641	0.000149557918812102	0.0031796712031344	0.00117143501291326	0.00690012569583755	1.23438413764244e-05	6.57163376809996e-06	1.36373348434828e-05	2.77979509525158e-05	9.58477201258507e-06	1.511881170067e-05
"Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.31"	2.03580720376791e-05	4.96152724990468e-05	4.14070924929664e-05	4.75728542969942e-05	9.25458477391697e-05	0.000221790989485486	2.53431261011545e-06	3.39022619693501e-06	4.11225882928501e-06	3.85083091304026e-06	4.28633082847899e-06	2.74622837389095e-06	1.71552109716588e-05	2.70891316724868e-05	4.1099533175876e-05	0.000227318982196068	0.00159030690485704	0.00789596668735866	3.26656362124207e-06	9.68059365272516e-07	3.73453169559992e-06	2.83364721425553e-06	3.71083585701251e-06	2.80497434149721e-06
"Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.34"	8.99682514263575e-06	3.63527939009466e-05	2.79118489972221e-05	4.41721672626263e-05	5.46748347195302e-05	0.000153114591726021	3.62044658587922e-06	3.77271325505075e-06	3.51531803148558e-06	2.93969681307984e-06	3.48264379813918e-06	2.74622837389095e-06	1.96994159886421e-05	1.40779541616216e-05	1.92552931020837e-05	0.000275393934058894	0.000884195817308014	0.00467641395510944	3.14092655888661e-06	1.04252547029348e-06	8.56005017867846e-06	3.42345613667976e-06	9.65936167805266e-06	5.52579945274951e-06
"Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.36"	9.17716239493802e-06	9.92985577088531e-06	9.93625692457745e-06	9.02560721013297e-06	8.06583441594755e-06	6.75505551732444e-06	7.24089317175843e-07	5.91116362542514e-07	1.69133226043174e-06	1.23776707919151e-06	2.00921757584953e-06	1.71364650530795e-06	1.41930294161711e-05	3.93832953689092e-05	9.17920395058514e-05	0.00172113567445686	0.00108161137885082	0.00226890943701794	1.68039570900434e-06	6.14345366422943e-07	3.0841357261415e-06	2.25666022492748e-06	2.94629178596973e-06	1.7110343483133e-06
"Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.4"	6.40597995122639e-05	0.00042409325794079	0.00014402152764133	0.000253948602052927	0.000255072411220513	0.000884169216662596	2.13261544130123e-05	1.7629176224062e-05	1.44426509689808e-05	1.80851523237427e-05	1.89536191321805e-05	1.32258358486588e-05	0.000103894429157811	4.55216331462125e-05	6.69890028929633e-05	0.0010867297020545	0.00107589695282697	0.00742342328097536	1.2909208157024e-05	4.24456798619488e-06	2.85754616258825e-05	1.33476323531222e-05	2.52299543444117e-05	2.89192854608362e-05
"Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.41"	6.69251580766222e-06	7.76705156873358e-05	2.05048211079916e-05	4.06979518599479e-05	1.0677628417302e-05	0.000120487673577344	1.4154222128604e-05	1.31262604035176e-05	1.25025933761327e-05	1.6916150082284e-05	1.29482910443636e-05	1.47637237380378e-05	1.32843847672485e-05	3.21781809408494e-05	0.000187883580232576	0.0014768747473718	0.00261164894673753	0.00448518145793597	8.76318509929364e-06	4.54243240627873e-06	9.90280314788292e-06	1.86687345880364e-05	7.30978721582363e-06	1.44456178587106e-05
"Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.42"	6.7426094888573e-05	6.47140942876532e-05	8.99682899716286e-05	8.25907397049439e-05	7.4762603288771e-05	9.83310914805195e-05	1.02579319933244e-05	7.66712693768378e-06	2.10089997447746e-05	1.32028488447095e-05	2.46687269034859e-05	1.57523659526385e-05	0.000484162214731921	0.00073025233779731	0.00100303202675344	0.000375757491603585	0.00732642989001962	0.00623386988567742	1.52177891778056e-05	6.79503208316285e-06	2.33513133550714e-05	2.74261148927266e-05	1.50857598408197e-05	2.02238650021949e-05
"Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.45"	2.86535856435838e-05	1.35685357965179e-05	1.00085206113017e-05	8.49252653988072e-06	1.48641805665319e-05	3.30997720348898e-06	6.89608873500803e-08	6.95431014755899e-08	2.98470398899719e-07	5.6730991129611e-07	4.46492794633228e-08	1.31818961946766e-07	0.000473694628376333	0.0010518068013622	0.000732487068209876	0.00120968979691892	0.00169184957666371	0.00611712781617635	1.5704632794433e-07	3.35097472594332e-07	8.3922060575279e-08	8.9753531673252e-08	1.8647416366897e-08	1.12198973659888e-07
"Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.49"	1.88352241293488e-06	4.0552578790345e-05	3.39639327603738e-06	6.19476503017273e-06	7.56652085686509e-06	9.65072264908419e-05	2.44811150092785e-06	2.22537924721888e-06	1.89031252636489e-06	3.28352100174415e-06	3.08080028296927e-06	2.61440941194419e-06	1.52652301018998e-06	4.80923899931174e-05	4.53528032008261e-05	0.00116707294585795	0.00048168593425285	0.00532769709607785	1.36630305311568e-06	7.44661050209628e-07	2.89531108984713e-06	2.52592081994724e-06	2.03256838399177e-06	1.06589024976894e-06
"Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.51"	8.32957730911733e-05	0.000117815018213124	9.39789245848216e-05	9.75353805640846e-05	0.000296092940535903	0.000137487896629277	1.01717308841368e-06	1.40824780488069e-06	3.89669687452411e-06	2.49272536781624e-06	2.18781469370282e-06	6.54700844335603e-06	7.30186839874206e-05	1.38855846016492e-05	4.43819480864353e-05	0.000208936098695387	0.00116786349664836	0.00468044147260061	3.23515435565321e-06	1.86165262552407e-06	5.83258320998189e-06	2.76953754877463e-06	4.00919451888286e-06	2.2159297297828e-06
