,R2A_C,R2_C,SF2_C,R2A_A,R1_B,SF2_B,R1_A,R2_B,R1_C,R2_A,SF2_A,R2A_B
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_metabat.52,4.088108606482684e-06,0.018699811469016815,7.772506231208428e-06,2.2667506004590203e-06,0.00030003359193376275,6.813647549606462e-06,0.00020369312484835945,0.014512647706748096,0.0004978476338881399,0.002672638079556562,2.075160029241587e-06,1.3871043300468696e-05
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_metabat.55,1.3256789080945997e-05,0.011762792874654556,4.57454031981984e-05,3.917183441069099e-05,0.0013859760082093853,4.35118570064089e-05,0.0010987445249180483,0.011393773198519459,0.0027547273966285375,0.0006215093914998739,1.5386016552662993e-05,4.850099509224961e-05
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_metabat.62,2.9018493251334225e-06,0.004328212341388548,7.788260322681247e-06,4.589715776372355e-06,0.00011405451560461631,6.017983980372201e-06,6.635809916301743e-05,0.0028786176065573195,0.0002090266779876422,0.00036860661800116706,2.254191767160786e-06,7.350727500952929e-06
Salt_Pond_MetaG_R2_B_H2O_MG_DASTool_bins_metabat.16,4.354654012360665e-06,0.002640290737253954,8.957965578435549e-05,2.612072086212676e-06,5.637004133256117e-05,6.979880067118618e-05,2.3367267770449577e-05,0.003177044346080394,0.00034101412301149644,0.014283721648078907,1.8602882829494975e-06,4.00598117370887e-06
Salt_Pond_MetaG_R2_B_H2O_MG_DASTool_bins_metabat.17,4.771257010828366e-06,0.002336684502331829,0.00027741850020448984,4.466260683515827e-06,4.719203779033683e-05,0.0001964419216832326,3.1520165920475015e-05,0.0026648082405980266,0.00020673663797210934,0.015031426104018572,7.3676514350542015e-06,4.120941061992154e-06
Salt_Pond_MetaG_R2_B_H2O_MG_DASTool_bins_metabat.29,3.887302090936914e-07,0.0008585286316355296,1.2301428218070772e-06,3.713657356416507e-07,2.5652047432257575e-06,5.869764243653517e-07,7.423211819371541e-06,0.0005627514368628351,1.4335772505055137e-05,0.0009858182939861478,9.238484322446368e-08,5.119600923580496e-07
Salt_Pond_MetaG_R2_C_D1_MG_DASTool_bins_concoct_out.118,8.849618398426752e-07,0.0016999209731958713,4.034093518229387e-06,1.2121073779071178e-06,0.000174470342689568,2.8770696100068432e-06,0.00011674416697133775,0.0033424737343492193,0.00016136788370215118,4.150299271075227e-05,5.764262030199692e-07,2.9208537199879794e-06
Salt_Pond_MetaG_R2_C_D1_MG_DASTool_bins_concoct_out.37,1.5103347302446968e-05,0.0035865970784849394,2.5912241694474288e-05,5.571194421802815e-06,0.0002368704822945105,1.5614757356776804e-05,0.0002933123657090177,0.0024661030340852276,0.00042245605538906094,5.7103375372119305e-05,8.514548720964208e-06,1.5222966171454334e-05
Salt_Pond_MetaG_R2_C_D1_MG_DASTool_bins_concoct_out.65,1.6839712477406777e-05,0.007058845607041791,0.0001241437350476496,0.00010641029662380628,0.0021283774807019824,3.887341109832153e-05,0.003219002230881427,0.024190175382213498,0.007626139162651303,0.000356443129313648,9.351453821702868e-05,5.8947686027301634e-05
Salt_Pond_MetaG_R2_C_D1_MG_DASTool_bins_concoct_out.7,1.283750985240442e-06,0.0017869531069917358,3.417092177488565e-06,5.411179325333264e-06,0.0003801689384297309,3.1613410150635088e-06,3.580964620950373e-05,0.009630120522592774,0.00011036429202116238,5.126599942346291e-05,1.5398944579013722e-06,5.515785087628502e-06
Salt_Pond_MetaG_R2_C_D1_MG_DASTool_bins_concoct_out.71,2.2322789453170224e-06,0.0024777396362435722,6.568725112780868e-06,9.074808854238914e-06,0.0003464453837460432,4.466183921933785e-06,2.8048614143231014e-05,0.01859940109428892,0.00018364380922693057,0.00010302405797966478,4.6686845048666456e-06,1.1627710675087817e-05
Salt_Pond_MetaG_R2_C_D1_MG_DASTool_bins_concoct_out.88,2.319613275824205e-06,0.0009571550221576769,5.196814001236562e-06,6.2973770204774285e-06,0.00025825656409586426,3.872865382868157e-06,2.002861748493088e-05,0.004961210882422097,9.03907612710349e-05,3.041664207823852e-05,1.7369826542748493e-06,7.193101589382796e-06
Salt_Pond_MetaG_R2_C_D1_MG_DASTool_bins_concoct_out.95,7.222500854540872e-06,0.007043084014344205,0.00010717411607572309,2.4522106188029324e-06,7.607849994281448e-05,0.0002547410186763967,2.9763469612838586e-05,0.007751689147636244,8.849248507719184e-05,0.0002988592971916631,3.7409665326919555e-05,3.07508492359159e-05
Salt_Pond_MetaG_R2_C_D1_MG_DASTool_bins_concoct_out.98,6.875921793485968e-06,0.004911172746981343,3.559527870745063e-05,2.484065138097672e-06,0.00013157767830965353,2.3158955618288803e-05,0.00013443426858462514,0.005738711237270118,0.00023695137377569012,0.00010870866922544191,8.173418219759986e-06,1.4847274838709915e-05
Salt_Pond_MetaG_R2_C_D1_MG_DASTool_bins_maxbin.062,7.791465465136551e-06,0.0029847056910313257,8.162568096492019e-05,3.85000086453088e-06,3.711824956026046e-05,5.536280961556379e-05,2.5609401165400586e-05,0.006531891403871022,6.497868017156443e-05,3.0410552876613125e-05,3.251924764341102e-05,2.8089207535129932e-05
Salt_Pond_MetaG_R2_C_D1_MG_DASTool_bins_metabat.17,5.963077009671545e-05,0.020758060368815202,0.00010773724618268252,0.00019218849276552645,0.0031544469061353777,9.996455683810272e-05,0.001753261998616397,0.03137017657439317,0.0053437000916308625,0.0017588093191402317,3.770916213428567e-05,0.0001592594203815478
Salt_Pond_MetaG_R2_C_D1_MG_DASTool_bins_metabat.25,0.0001251697789872763,0.02191842984265086,0.000280098518178558,0.00022496384267238563,0.004349508549987198,0.00022702647969406053,0.002168456354291505,0.017237186560991956,0.0052124143521542965,0.0008463678312387301,0.0001686499244191373,0.0002977750096024535
Salt_Pond_MetaG_R2_C_D1_MG_DASTool_bins_metabat.7,8.011114797171467e-05,0.005480761312145679,0.00010635040467863774,0.00010796782011042805,0.00048404423610823706,8.494127069480973e-05,4.4259378150543306e-05,0.02179078728006848,0.0015798650243078979,0.0004461579116792106,6.194693258502721e-05,0.0001753247515363769
Salt_Pond_MetaG_R2_C_D2_MG_DASTool_bins_concoct_out.100,7.530595511402089e-06,0.09082280163556355,9.196788123876841e-05,3.0806371943771954e-05,9.372638217774652e-06,0.00025195590253346105,2.943461570058613e-06,0.001745651796351765,5.40341800665135e-05,0.000497466512683662,3.16236068360985e-05,3.532998167744546e-05
Salt_Pond_MetaG_R2_C_D2_MG_DASTool_bins_concoct_out.104,1.7740938835060645e-06,0.01736746121737695,5.288043337151007e-06,8.27120189307839e-07,4.547334631601234e-05,3.625760048837823e-06,1.7454161106947e-05,0.0016921102332083252,8.325481719506609e-05,0.00019508215514978604,1.834680158386822e-06,5.177688874356699e-06
Salt_Pond_MetaG_R2_C_D2_MG_DASTool_bins_concoct_out.18,2.6696685667627775e-05,0.031379915103627726,4.694033530377244e-05,8.73245632038557e-05,4.441847855089618e-05,5.303695561468905e-05,2.11644370269386e-05,0.0010252602747417778,7.557670306096909e-05,0.00016360665810694254,2.135815244253705e-05,7.603351227135454e-05
Salt_Pond_MetaG_R2_C_D2_MG_DASTool_bins_concoct_out.21,2.7074842205865794e-07,0.024248632219574698,6.574787958909773e-07,3.0667615935377557e-07,8.208176659124462e-07,3.5919132176238376e-07,8.325896341341797e-07,8.48974742829594e-05,1.8790070937274676e-06,1.4979524890000022e-05,1.4333614623349835e-07,6.202009032315162e-07
Salt_Pond_MetaG_R2_C_D2_MG_DASTool_bins_concoct_out.45,4.3229239651800536e-05,0.020234027211588703,8.023509080230944e-05,0.0001446103021474276,0.0022068322700376417,7.224428805497382e-05,0.0012444955879399085,0.019982887574807734,0.0038879630627898093,0.0013639741866389129,2.7541773702404193e-05,0.00011828536822816333
Salt_Pond_MetaG_R2_C_D2_MG_DASTool_bins_concoct_out.47,2.6610632030527555e-05,0.0233803400049936,5.8072415545954955e-05,9.115994215835757e-05,0.0002988035164002749,5.2657557444323904e-05,4.48289305578247e-05,0.0032071609348847934,0.000307419312006233,0.000550179862106619,2.110380529029539e-05,7.965116390398408e-05
Salt_Pond_MetaG_R2_C_H2O_MG_DASTool_bins_concoct_out.35,3.3531551406898065e-06,0.0021517104539657576,0.000332526156935109,5.355009319774325e-06,9.684082309713518e-05,0.0002057148200056782,7.11178089245456e-05,0.002317763698831749,0.00040785250258985683,0.0032718514669011324,9.698113796412309e-06,6.449605733946697e-06
Salt_Pond_MetaG_R2_C_H2O_MG_DASTool_bins_concoct_out.60,4.622206338189811e-06,0.004011713010089621,0.0006916937238795186,8.113608759185078e-06,0.00020230085356015833,0.0005118215880843419,6.975140953706705e-05,0.007067675302992874,0.0013422363767653515,0.00888294270103304,7.698140689644686e-06,7.114056459892441e-06
Salt_Pond_MetaG_R2_C_H2O_MG_DASTool_bins_metabat.20,8.465102480089711e-07,0.0002505354801535945,5.925366722891701e-05,7.901837071580881e-07,1.6527953293475544e-05,4.871690696461154e-05,1.0637800606674184e-05,0.0003620840426407593,5.9002929452962005e-05,0.0016745634467870557,1.4711516425543732e-06,1.2937222654150478e-06
Salt_Pond_MetaG_R2_C_H2O_MG_DASTool_bins_metabat.29,2.0487828228656134e-07,8.711093891556248e-05,7.620833769185796e-07,4.485672486506534e-08,4.588836967081245e-07,1.2912745378922466e-06,5.348933769334781e-07,9.92051045325625e-05,3.031387094389329e-06,0.0005679816764967669,5.095130300903468e-08,2.5993149797643984e-07
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_concoct_out.12,2.3973757238229326e-06,0.0005107080245045109,3.1069439006569264e-06,4.974658395076247e-06,1.3287859756102605e-05,2.570235302539444e-06,1.0893887678141376e-05,0.0022386089415904753,2.9326424231204318e-05,8.826648035002385e-06,1.7091275620719308e-06,6.913445019503409e-06
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_concoct_out.17,6.104722318317654e-06,0.003250629220504784,9.126878663598046e-05,1.5602671435210735e-06,5.284626839961876e-05,0.00019922993009843958,1.8472739581773257e-05,0.004920771819990997,0.0001085145898438361,0.0004398203369135994,3.23550861412697e-05,1.9025919971777958e-05
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_concoct_out.25,9.172757372808108e-06,0.0004215701608948143,6.920455138869175e-05,1.4684238011087053e-06,7.553410255084838e-06,3.7310253019848705e-05,4.387384621850813e-06,0.0034375866895621355,1.6544094415791066e-05,7.3581522341025014e-06,2.688370054494455e-05,4.343746852500066e-05
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_concoct_out.26,2.903343298880248e-06,0.0006693369995339498,6.753035051253409e-06,8.240144900752481e-07,2.744316639258046e-05,4.364495245829642e-06,3.245245732007662e-05,0.0025466339932774507,0.00014453692513681802,2.703281661277645e-05,1.7453769332483368e-06,5.669507828027368e-06
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_concoct_out.43,8.607065757737876e-07,0.0022854481752458485,5.351235562947577e-06,2.8966717111489212e-06,0.00026917494180621663,1.815718910028028e-06,4.6007684357217815e-05,0.008517317387965965,0.0003811176253755883,6.394731862641006e-05,1.3649234052010805e-06,2.408093681145217e-06
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_concoct_out.51,2.061731269583414e-06,0.001727657773354012,1.5112691313477258e-05,9.835372262800883e-06,0.00038238804216239873,1.99888349106922e-05,0.00028803183828195064,0.0024609791111722124,0.0021350851033619706,0.0002475740736172546,2.49494454655122e-06,1.1453079036600971e-05
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_concoct_out.57,4.975358059683557e-06,0.0007476125185641555,1.145466886404642e-05,2.0846345932087304e-05,6.199554745968261e-05,1.2521406369065684e-05,4.187704491082846e-05,0.0025003223958078775,0.00012772083702887417,2.0201626976469066e-05,8.459560619994333e-06,2.169428074997373e-05
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_metabat.13,5.338667154561283e-06,0.012964284391287141,4.193874444744704e-05,3.332771592973828e-06,0.0013482939415376451,1.3910385999767716e-05,0.0012984541758380257,0.014949427281694827,0.0026423114050536404,0.0006867452436847039,8.502479232317264e-06,1.7536592795619845e-05
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_metabat.2,6.191925399384947e-06,0.002104965653063581,1.341298949994871e-05,2.5796693572047405e-05,0.0006581068028216981,1.112143669688697e-05,7.942152805657813e-05,0.011253117666809942,0.00021046579097088274,6.601662560277649e-05,7.266936012211087e-06,2.524007067793331e-05
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_metabat.22,1.2638492621845214e-05,0.013131640534808671,6.895347642576183e-05,8.84954942336324e-06,0.00023840127313279322,3.774539162516075e-05,0.00012111225315010441,0.005244600299963047,0.0004919651264720339,0.00018624881028648198,8.431930661810986e-06,4.6757641820807127e-05
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_metabat.8,0.00016230014710925012,0.0033812325465984176,8.668513264932829e-05,0.00046721336490332014,0.0003352579763742509,5.4446796527084294e-05,0.00020521939785036585,0.008982305101089353,0.00208506792436252,0.00022166103627367406,3.0565009820935965e-05,0.00035901622939596
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.12,3.4320229457196655e-06,1.2238557383055327e-05,0.00014491523779509087,3.613472722856711e-06,5.095092832288117e-08,8.39413282906046e-06,4.157734728458828e-08,2.4601512335015813e-06,1.0550544671423823e-07,6.514314649565222e-08,1.623724680626447e-06,1.4164315054130335e-05
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.17,7.558284862447086e-05,4.606023753339117e-05,5.8928468300233785e-05,4.276036667396673e-05,2.4996187666306332e-06,6.10309523981746e-05,2.5493469154287456e-06,2.5604907798428457e-05,6.670534024016772e-06,1.3416268397182018e-06,7.568149894984811e-06,0.00011881912236342716
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.2,7.255484629806477e-05,6.019797202437248e-05,8.985005763741885e-05,4.156176695870465e-05,5.7546540273950514e-06,3.971265446691553e-05,2.7764682252648094e-06,9.449921819929712e-05,1.4540960997583303e-05,3.0630267077444515e-06,0.00012869698631988625,0.00010601612032205242
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.20,0.0005201696924840379,3.379631636419424e-05,4.895560040119456e-05,5.0249666392913446e-05,2.2161031085250983e-06,1.4109191994028564e-05,1.5502224596908907e-06,3.373840217751144e-05,5.127343235547082e-06,1.5049764034332494e-06,1.1658707046262607e-05,0.0007681328593639323
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.21,4.9264938809684595e-05,0.00011878440855230298,0.0001693344782571426,4.2187898633505636e-05,4.731374549892732e-05,0.00041079281328667183,2.851271651032978e-05,0.0009807658988540671,0.00025580168282096345,5.071445636821427e-05,4.882933089305757e-05,9.321655710443833e-05
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.37,2.270243483355111e-06,0.00013680572403135816,0.0005239098387382632,3.883633448492851e-06,2.0809631585690367e-05,0.00040516041893124614,1.4482787464898218e-05,0.00043452701344429275,9.989657668180513e-05,3.1782208825286756e-05,1.598654301401887e-05,6.676038406126442e-06
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.38,3.569075183122067e-05,5.600904482564117e-05,0.00035777623627506535,3.1962031439670356e-05,3.273529076266963e-06,2.230186641009576e-05,2.410533914737857e-06,5.192062021007348e-05,9.046598174602795e-06,1.8815252913343612e-06,1.6958099696521806e-05,5.759568741924314e-05
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.40,4.123331289726925e-06,0.00044023584667830015,0.004786483312796081,1.2598681917677985e-05,8.578659890402809e-05,0.0036439575952344396,3.823431951254123e-05,0.002590000708127839,0.0004991184181217683,8.68511863059592e-05,6.487983504689963e-05,8.307872978355328e-06
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.46,0.00013311547947793094,4.410848951477796e-05,0.004538055755956736,1.627447155528974e-05,2.185309239052907e-06,0.0008237316367431769,1.1493089103615798e-06,0.0002686802962671488,8.418002711462646e-06,1.2996791715804818e-06,0.0003356431317396775,0.0006629701238818259
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.68,9.603418887125029e-05,8.085704307994832e-05,0.0014822724686319147,0.00010226010290615358,5.887652961399828e-06,0.0001442084684426755,4.7425500701258865e-06,8.417924752695795e-05,1.2726621519583729e-05,2.555090255290524e-06,3.220528309378995e-05,0.00017020571388678724
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.7,0.00010279649595570699,0.00018521979370560575,0.00012715576602965588,6.77288950297388e-05,6.86394721404854e-06,6.025344589905098e-05,4.370842565353365e-06,0.00012270864974346258,1.6324228380255565e-05,4.823308362185561e-06,0.0001301044497311514,0.00014219435156142068
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.89,5.3650136709889174e-05,0.000121846995196111,0.0006409195069385233,8.357195226814833e-05,3.0208597423361486e-05,0.0005213348568716193,2.6350272274870283e-05,0.00042047504904374624,9.39121637504259e-05,1.8888131174519264e-05,3.2975057491016297e-05,9.219237942304924e-05
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_maxbin.037,1.2361658593143372e-05,3.5777319400885616e-05,7.952505540132218e-05,4.058889702379401e-06,3.9799090919885384e-07,6.378568193608793e-05,2.364932992084154e-07,1.455877714187786e-05,1.0966562710854803e-06,2.2900743807297715e-06,1.2044168476984273e-05,2.1377222183126473e-05
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.11,9.567748524920874e-06,4.2000992660272684e-05,0.0004336098636520993,2.7367258350964735e-06,5.01313336226767e-06,9.575805122439757e-05,5.969018158255425e-06,7.02546923857706e-05,1.2410988763935984e-05,2.4830284114134114e-06,1.295747230478625e-05,1.3299156326543216e-05
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.13,7.187002757222743e-05,5.2910949425060854e-05,0.0049397920193316605,8.399520830461084e-06,1.2881869171906397e-06,0.0017605287693086044,1.0464458026700755e-06,7.743743585070692e-05,3.738046710301037e-06,1.3117484171981738e-06,0.0006135291628914798,4.1026975004401126e-05
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.15,8.065021366709019e-06,5.5471268473763225e-05,0.0007586347864503495,4.111022772050766e-06,5.594476518079367e-07,6.72267946118939e-05,5.598413169561368e-07,3.817769520318565e-05,1.9882282274341407e-06,1.1232780571670586e-06,7.162930605564724e-05,1.2021639841560174e-05
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.18,5.0358095002907255e-05,5.227039375856369e-05,8.630773789360199e-05,2.984480010132946e-05,2.045259667774004e-05,4.617780437131194e-05,4.217281638158499e-06,0.00023497685854465054,4.179764725215963e-05,1.8424348202939557e-05,7.80050941026797e-05,5.374533229089266e-05
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.23,0.001024610623584738,0.00010906435522413578,0.0003796947416470612,0.00014483384028737974,1.4730585902090671e-05,8.939998379039161e-05,1.2528907002615186e-05,0.0002107613245038991,4.575466097975432e-05,9.61103221341391e-06,4.661137257223447e-05,0.0004861228767482134
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.25,0.0007675157631774976,4.998849691018443e-05,0.0032807418577112278,0.00016379067611328602,3.3971184316193747e-06,3.744526741095123e-05,1.5074629038228885e-06,4.974218396745136e-05,7.573310917893476e-06,3.588417617400529e-06,5.669519682061365e-05,0.0012518130198864192
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.27,1.068813766649806e-06,7.978008492791573e-05,8.228282657451866e-06,7.578389190141503e-07,2.9670986874856474e-07,9.92263155037499e-06,2.5374372458007696e-07,1.1093729385352596e-05,4.324318839345193e-07,2.3699166200972914e-05,3.236832001897233e-06,1.645704887374992e-06
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.8,4.099727141253533e-06,7.73618141251043e-05,0.0034889058128522556,1.6442540604160727e-05,4.4665324453852105e-06,0.0010690433476834627,2.5232734845490328e-06,0.00020787847210664782,1.1790098623787623e-05,2.535905851275238e-06,0.00010517778088649799,5.2942164685252935e-06
Salt_Pond_MetaG_R2_restored_H2O_MG_DASTool_bins_concoct_out.34,3.818837751990861e-07,2.6895569124709453e-05,1.0603188884338996e-06,5.387017468128873e-07,2.015196537479108e-07,4.3116245481126874e-07,1.1030455683908178e-07,4.598387222951926e-06,6.463944913986747e-07,1.4807604176625659e-06,9.400911731202563e-07,9.559777447594417e-07
Salt_Pond_MetaG_R2_restored_H2O_MG_DASTool_bins_concoct_out.44,2.2675180347412587e-06,0.002550413613450863,2.592908801241525e-06,4.314849566417917e-06,4.7235124782906895e-07,1.3283665176874694e-06,1.9960960486952847e-07,0.00012590090699240493,3.3554775706754245e-06,5.49092219215912e-05,1.8246006536831554e-06,5.274475303080284e-06
Salt_Pond_MetaG_R2_restored_H2O_MG_DASTool_bins_maxbin.002,3.46304261278322e-06,0.008717494431559135,5.141850540987045e-06,1.0221335257950513e-05,2.5195910206648574e-06,2.353805742372947e-06,5.278582815995304e-07,0.0005285459635696194,1.3253955828832207e-05,0.00025401353117030087,2.646265608954694e-06,1.0883927501203777e-05
Salt_Pond_MetaG_R2_restored_H2O_MG_DASTool_bins_maxbin.005,2.097375381903325e-06,0.0004258882637157412,4.897467729735042e-06,2.985344865059652e-06,2.0973246518824353e-05,4.045566961212618e-06,5.9273304854277825e-06,0.0002744063634929592,2.2155071162095992e-05,6.790418881493329e-05,3.803194625052245e-06,5.806192654425403e-06
Salt_Pond_MetaG_R2_restored_H2O_MG_DASTool_bins_maxbin.017,1.5513033110696167e-06,0.0005524832985209865,3.702322697219454e-06,2.657770907941954e-06,1.1918532323759982e-05,2.4147893115429973e-06,8.915693705965598e-06,0.0002077994185031796,3.752668305478623e-05,3.24183512068525e-05,2.197085190399149e-06,4.509686669855906e-06
unbinned_reads,0.6897200979481288,1.8805600190441096,1.6552370796235212,1.3083757565645537,0.11922244591608744,1.0981282114502973,0.09183896954711586,2.0262983617036183,0.2711032157527382,0.2523751622115028,0.7818372299816193,1.887665928874082
